DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,GNB,0.8606249586906888,7.0,0.8713013552819273,5.0,0.8822530947075522,4.0,0.8964164763015205,1.0,0.8941137604764993,3.0,0.8681369479037784,6.0,0.8944113192942191,2.0,radius_ratio,1,AUC
x80data,GNB,0.8797697111631541,7.0,0.9083411397345824,1.0,0.9066744730679158,2.0,0.8923887587822014,5.0,0.8933957845433256,4.0,0.8983411397345824,3.0,0.8890554254488681,6.0,radius_ratio,1,AUC
x7data,GNB,0.6871204151763798,3.0,0.6891612315029103,2.0,0.6717406550248965,5.0,0.6677408420412838,6.0,0.6646480585361292,7.0,0.6850585595062767,4.0,0.8408841199710124,1.0,radius_ratio,1,AUC
x79data,GNB,0.5850711120640366,6.0,0.6009744854202401,4.0,0.5873524156660949,5.0,0.5529055889079475,7.0,0.7420122212692967,3.0,0.8977758719268152,1.0,0.8084937821612349,2.0,radius_ratio,1,AUC
x78data,GNB,0.9144144144144146,3.0,0.9225225225225226,2.0,0.909009009009009,4.0,0.9004504504504507,6.5,0.9004504504504507,6.5,0.9310810810810812,1.0,0.9058558558558559,5.0,radius_ratio,1,AUC
x76data,GNB,0.9171639325586692,3.0,0.922746069719754,1.0,0.9156971975393028,4.0,0.9133675096832992,5.0,0.89634996582365,7.0,0.910434039644566,6.0,0.9209603554340398,2.0,radius_ratio,1,AUC
x75data,GNB,0.9916666666666666,1.0,0.9833333333333332,3.0,0.975,4.5,0.975,4.5,0.9416666666666668,6.0,0.9861111111111108,2.0,0.925,7.0,radius_ratio,1,AUC
x74data,GNB,0.9916666666666666,1.0,0.9805555555555554,4.0,0.9777777777777776,5.0,0.9833333333333332,3.0,0.9722222222222221,6.0,0.9861111111111108,2.0,0.9472222222222222,7.0,radius_ratio,1,AUC
x73data,GNB,0.8675037707390649,2.0,0.8592929864253394,5.0,0.878459653092006,1.0,0.8601904223227752,4.0,0.8543080693815988,6.0,0.8664027149321267,3.0,0.8526640271493212,7.0,radius_ratio,1,AUC
x72data,GNB,0.8315742397137745,1.0,0.8252042337507453,3.0,0.8230649970184853,5.0,0.8246094215861657,4.0,0.8161001788908766,6.0,0.8290682766845558,2.0,0.812103458556947,7.0,radius_ratio,1,AUC
x71data,GNB,0.8749810606060606,3.0,0.8781060606060607,2.0,0.8818560606060606,1.0,0.8587310606060605,5.5,0.8587310606060605,5.5,0.8076136363636364,7.0,0.8703219696969697,4.0,radius_ratio,1,AUC
x70data,GNB,0.6994221652525991,2.0,0.6939041050101296,3.0,0.673528163630709,6.0,0.7016566243173091,1.0,0.6913096618736609,4.0,0.6545126626613534,7.0,0.6867621198512976,5.0,radius_ratio,1,AUC
x69data,GNB,0.7125633074935401,4.0,0.7178445249840599,3.0,0.7025176683781336,5.0,0.7316171817846235,2.0,0.7367119232188999,1.0,0.6686772643377294,7.0,0.6951463673277628,6.0,radius_ratio,1,AUC
x68data,GNB,0.7804843048424444,2.0,0.8059700057048893,1.0,0.7732262492029934,3.0,0.6109115675022652,7.0,0.6272446927749253,6.0,0.7452916406590825,5.0,0.7486416255579047,4.0,radius_ratio,1,AUC
x66data,GNB,0.5102557037363606,7.0,0.5176237187258901,4.0,0.5114625812851317,6.0,0.5171497850766009,5.0,0.6401777737436868,3.0,0.6784974163808585,1.0,0.6649713111299849,2.0,radius_ratio,1,AUC
x65data,GNB,0.7107142857142856,2.5,0.7107142857142856,2.5,0.7142857142857142,1.0,0.7,5.0,0.6821428571428572,6.0,0.7071428571428571,4.0,0.6820197044334975,7.0,radius_ratio,1,AUC
x64data,GNB,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,radius_ratio,1,AUC
x63data,GNB,0.5623116701607267,6.0,0.6272243186582809,1.0,0.6259385045422781,2.0,0.5978644304682039,5.0,0.6194074074074074,3.0,0.5156785464709993,7.0,0.6005206149545772,4.0,radius_ratio,1,AUC
