DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,DTREE,0.8340000000000001,5.0,0.8480000000000001,3.0,0.8540000000000001,2.0,0.8400000000000001,4.0,0.8320000000000001,6.0,0.868,1.0,0.8300000000000001,7.0,radius_ratio,4,IBA
x80data,DTREE,0.552,5.0,0.616,3.0,0.632,2.0,0.518,7.0,0.6020000000000001,4.0,0.6719999999999999,1.0,0.54,6.0,radius_ratio,4,IBA
x7data,DTREE,0.7260000000000001,4.0,0.6579999999999999,7.0,0.76,2.0,0.6679999999999999,6.0,0.674,5.0,0.7879999999999999,1.0,0.74,3.0,radius_ratio,4,IBA
x79data,DTREE,0.6639999999999999,7.0,0.726,3.0,0.7459999999999999,1.0,0.7240000000000001,4.0,0.716,5.5,0.7340000000000001,2.0,0.7160000000000001,5.5,radius_ratio,4,IBA
x78data,DTREE,0.7879999999999999,5.0,0.858,1.0,0.784,6.0,0.7759999999999999,7.0,0.836,3.0,0.8440000000000001,2.0,0.8340000000000001,4.0,radius_ratio,4,IBA
x76data,DTREE,0.5959999999999999,7.0,0.7140000000000001,5.0,0.7659999999999999,2.0,0.716,4.0,0.732,3.0,0.7739999999999999,1.0,0.6859999999999999,6.0,radius_ratio,4,IBA
x75data,DTREE,0.982,1.0,0.95,5.0,0.968,3.0,0.968,3.0,0.946,6.0,0.938,7.0,0.968,3.0,radius_ratio,4,IBA
x74data,DTREE,0.956,6.0,0.956,6.0,0.9620000000000001,3.5,0.9620000000000001,3.5,0.956,6.0,0.97,2.0,0.988,1.0,radius_ratio,4,IBA
x73data,DTREE,0.7899999999999999,2.0,0.7719999999999999,4.0,0.746,6.0,0.75,5.0,0.698,7.0,0.782,3.0,0.7979999999999999,1.0,radius_ratio,4,IBA
x72data,DTREE,0.8540000000000001,5.0,0.8859999999999999,1.0,0.85,6.0,0.882,2.0,0.8380000000000001,7.0,0.8779999999999999,3.0,0.8700000000000001,4.0,radius_ratio,4,IBA
x71data,DTREE,0.7659999999999999,5.5,0.7999999999999999,4.0,0.8300000000000001,3.0,0.7659999999999999,5.5,0.836,2.0,0.8939999999999999,1.0,0.75,7.0,radius_ratio,4,IBA
x70data,DTREE,0.42,7.0,0.43,5.0,0.462,1.0,0.434,4.0,0.458,2.0,0.424,6.0,0.438,3.0,radius_ratio,4,IBA
x69data,DTREE,0.42200000000000004,7.0,0.4900000000000001,3.5,0.5199999999999999,1.0,0.49,3.5,0.512,2.0,0.458,5.0,0.438,6.0,radius_ratio,4,IBA
x68data,DTREE,0.8539999999999999,6.5,0.8860000000000001,2.0,0.89,1.0,0.8539999999999999,6.5,0.858,5.0,0.86,4.0,0.8699999999999999,3.0,radius_ratio,4,IBA
x66data,DTREE,0.4400000000000001,1.0,0.41600000000000004,4.0,0.41200000000000003,5.0,0.408,6.5,0.408,6.5,0.424,2.0,0.42,3.0,radius_ratio,4,IBA
x65data,DTREE,0.614,5.0,0.6140000000000001,5.0,0.618,2.5,0.65,1.0,0.6180000000000001,2.5,0.5900000000000001,7.0,0.614,5.0,radius_ratio,4,IBA
x64data,DTREE,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,0.98,7.0,1.0,3.5,radius_ratio,4,IBA
x63data,DTREE,0.35600000000000004,3.0,0.35200000000000004,4.0,0.34,6.0,0.348,5.0,0.376,1.0,0.338,7.0,0.36,2.0,radius_ratio,4,IBA
x60data,DTREE,0.512,5.0,0.514,4.0,0.45,7.0,0.524,3.0,0.458,6.0,0.532,1.0,0.528,2.0,radius_ratio,4,IBA
x50data,DTREE,0.4440000000000001,7.0,0.546,4.0,0.5760000000000001,2.0,0.476,6.0,0.5740000000000001,3.0,0.4980000000000001,5.0,0.586,1.0,radius_ratio,4,IBA
x4data,DTREE,0.916,7.0,0.956,2.5,0.956,2.5,0.9280000000000002,5.0,0.9239999999999998,6.0,0.9620000000000001,1.0,0.9359999999999999,4.0,radius_ratio,4,IBA
x48data,DTREE,0.624,6.0,0.616,7.0,0.726,3.0,0.6839999999999999,5.0,0.7100000000000001,4.0,0.728,2.0,0.784,1.0,radius_ratio,4,IBA
x45data,DTREE,0.45,4.0,0.47,3.0,0.4400000000000001,5.0,0.388,6.0,0.33,7.0,0.5439999999999999,1.0,0.534,2.0,radius_ratio,4,IBA
x39data,DTREE,0.966,2.5,0.966,2.5,0.9620000000000001,4.0,0.902,7.0,0.9259999999999999,5.0,0.922,6.0,0.978,1.0,radius_ratio,4,IBA
x38data,DTREE,0.706,6.0,0.8340000000000001,2.0,0.8420000000000001,1.0,0.608,7.0,0.792,4.0,0.804,3.0,0.73,5.0,radius_ratio,4,IBA
x35data,DTREE,0.992,3.5,0.992,3.5,1.0,1.0,0.992,3.5,0.992,3.5,0.99,6.5,0.99,6.5,radius_ratio,4,IBA
x32data,DTREE,0.8539999999999999,7.0,0.8879999999999999,3.0,0.912,2.0,0.8699999999999999,6.0,0.8780000000000001,5.0,0.914,1.0,0.884,4.0,radius_ratio,4,IBA
x31data,DTREE,0.422,7.0,0.502,5.0,0.5559999999999999,2.0,0.5900000000000001,1.0,0.5379999999999999,4.0,0.5399999999999999,3.0,0.48,6.0,radius_ratio,4,IBA
x30data,DTREE,0.6759999999999999,4.0,0.7820000000000001,1.0,0.74,3.0,0.67,6.0,0.672,5.0,0.7539999999999999,2.0,0.6180000000000001,7.0,radius_ratio,4,IBA
x20data,DTREE,0.332,7.0,0.41,1.0,0.358,6.0,0.366,5.0,0.386,4.0,0.392,2.5,0.392,2.5,radius_ratio,4,IBA
x1data,DTREE,0.4940000000000001,6.0,0.5760000000000001,3.0,0.5599999999999999,5.0,0.48200000000000004,7.0,0.564,4.0,0.642,1.0,0.6,2.0,radius_ratio,4,IBA
x18data,DTREE,0.4,6.0,0.446,3.0,0.442,4.0,0.512,1.0,0.5,2.0,0.376,7.0,0.4119999999999999,5.0,radius_ratio,4,IBA
appendicitis,DTREE,0.284,6.0,0.292,5.0,0.366,1.0,0.32399999999999995,3.0,0.2,7.0,0.298,4.0,0.354,2.0,radius_ratio,4,IBA
autoUniv-au1-1000,DTREE,0.32,7.0,0.358,6.0,0.38,3.0,0.392,1.0,0.388,2.0,0.366,4.0,0.362,5.0,radius_ratio,4,IBA
climate-simulation-craches,DTREE,0.188,7.0,0.264,6.0,0.328,3.0,0.28,5.0,0.35,2.0,0.28600000000000003,4.0,0.368,1.0,radius_ratio,4,IBA
colon32,DTREE,0.6,2.0,0.5379999999999999,5.0,0.53,6.5,0.5519999999999999,4.0,0.764,1.0,0.5539999999999999,3.0,0.53,6.5,radius_ratio,4,IBA
fertility-diagnosis,DTREE,0.24,3.0,0.28800000000000003,2.0,0.22000000000000008,4.0,0.086,6.5,0.086,6.5,0.17800000000000002,5.0,0.294,1.0,radius_ratio,4,IBA
habermans-survival,DTREE,0.26,5.0,0.268,4.0,0.304,1.0,0.252,6.0,0.248,7.0,0.272,3.0,0.278,2.0,radius_ratio,4,IBA
indian-liver-patient,DTREE,0.306,6.0,0.368,2.0,0.34400000000000003,4.5,0.43,1.0,0.344,4.5,0.30000000000000004,7.0,0.348,3.0,radius_ratio,4,IBA
ionosphere,DTREE,0.7659999999999999,4.0,0.7799999999999999,1.5,0.78,1.5,0.7380000000000001,6.0,0.772,3.0,0.7639999999999999,5.0,0.716,7.0,radius_ratio,4,IBA
lsvt-voice-rehabilitation,DTREE,0.31399999999999995,6.0,0.402,2.0,0.32399999999999995,5.0,0.344,4.0,0.28600000000000003,7.0,0.378,3.0,0.4980000000000001,1.0,radius_ratio,4,IBA
ozone-eighthr,DTREE,0.362,7.0,0.414,2.0,0.39399999999999996,3.0,0.368,5.0,0.4779999999999999,1.0,0.366,6.0,0.392,4.0,radius_ratio,4,IBA
ozone-onehr,DTREE,0.2,6.0,0.26,3.0,0.18,7.0,0.268,2.0,0.316,1.0,0.2220000000000001,5.0,0.2280000000000001,4.0,radius_ratio,4,IBA
parkinsons,DTREE,0.6579999999999999,5.0,0.6399999999999999,7.0,0.7959999999999999,1.0,0.718,3.0,0.674,4.0,0.6460000000000001,6.0,0.7500000000000001,2.0,radius_ratio,4,IBA
phoneme,DTREE,0.6639999999999999,7.0,0.69,5.0,0.7,1.5,0.6920000000000001,4.0,0.672,6.0,0.7,1.5,0.698,3.0,radius_ratio,4,IBA
pima-indians-diabetes,DTREE,0.326,6.0,0.378,1.0,0.35800000000000004,2.0,0.328,4.5,0.328,4.5,0.312,7.0,0.334,3.0,radius_ratio,4,IBA
