DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,RF,0.922,7.0,0.942,3.5,0.946,1.5,0.9420000000000002,3.5,0.9359999999999999,6.0,0.946,1.5,0.938,5.0,area_volume_ratio,9,GEO
x80data,RF,0.6859999999999999,7.0,0.75,5.0,0.748,6.0,0.7539999999999999,4.0,0.826,2.0,0.868,1.0,0.7959999999999999,3.0,area_volume_ratio,9,GEO
x7data,RF,0.8560000000000001,7.0,0.882,5.0,0.884,4.0,0.898,3.0,0.908,2.0,0.94,1.0,0.858,6.0,area_volume_ratio,9,GEO
x79data,RF,0.826,7.0,0.866,4.5,0.8619999999999999,6.0,0.882,2.5,0.8940000000000001,1.0,0.866,4.5,0.882,2.5,area_volume_ratio,9,GEO
x78data,RF,0.9440000000000002,1.5,0.924,6.5,0.9420000000000002,3.5,0.9420000000000002,3.5,0.924,6.5,0.94,5.0,0.9440000000000002,1.5,area_volume_ratio,9,GEO
x76data,RF,0.8480000000000001,7.0,0.9,4.0,0.922,2.0,0.8559999999999999,6.0,0.8759999999999999,5.0,0.9280000000000002,1.0,0.912,3.0,area_volume_ratio,9,GEO
x75data,RF,1.0,2.5,1.0,2.5,1.0,2.5,1.0,2.5,0.992,6.5,0.996,5.0,0.992,6.5,area_volume_ratio,9,GEO
x74data,RF,0.998,1.0,0.984,6.0,0.994,3.0,0.984,6.0,0.984,6.0,0.99,4.0,0.996,2.0,area_volume_ratio,9,GEO
x73data,RF,0.86,7.0,0.868,6.0,0.8860000000000001,2.0,0.8880000000000001,1.0,0.8759999999999999,5.0,0.8800000000000001,4.0,0.882,3.0,area_volume_ratio,9,GEO
x72data,RF,0.9559999999999998,7.0,0.966,4.5,0.968,2.5,0.966,4.5,0.968,2.5,0.962,6.0,0.974,1.0,area_volume_ratio,9,GEO
x71data,RF,0.922,5.5,0.9259999999999999,4.0,0.93,3.0,0.902,7.0,0.922,5.5,0.942,1.0,0.9359999999999999,2.0,area_volume_ratio,9,GEO
x70data,RF,0.5760000000000001,7.0,0.638,6.0,0.65,5.0,0.6739999999999999,3.0,0.7100000000000001,1.0,0.6519999999999999,4.0,0.6759999999999999,2.0,area_volume_ratio,9,GEO
x69data,RF,0.6439999999999999,7.0,0.72,5.0,0.7300000000000001,4.0,0.7340000000000001,3.0,0.7539999999999999,1.0,0.7140000000000001,6.0,0.7440000000000001,2.0,area_volume_ratio,9,GEO
x68data,RF,0.9559999999999998,7.0,0.97,3.5,0.9740000000000001,1.5,0.97,3.5,0.974,1.5,0.966,5.0,0.9640000000000001,6.0,area_volume_ratio,9,GEO
x66data,RF,0.6340000000000001,7.0,0.6779999999999999,5.0,0.6819999999999999,3.5,0.682,3.5,0.696,1.0,0.6660000000000001,6.0,0.6839999999999999,2.0,area_volume_ratio,9,GEO
x65data,RF,0.79,6.5,0.794,4.5,0.8240000000000001,2.0,0.794,4.5,0.8139999999999998,3.0,0.79,6.5,0.852,1.0,area_volume_ratio,9,GEO
x64data,RF,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,area_volume_ratio,9,GEO
x63data,RF,0.604,7.0,0.628,5.0,0.634,4.0,0.638,3.0,0.642,2.0,0.624,6.0,0.648,1.0,area_volume_ratio,9,GEO
x60data,RF,0.762,4.0,0.7340000000000001,7.0,0.7559999999999999,5.0,0.7759999999999999,3.0,0.7540000000000001,6.0,0.7939999999999999,1.0,0.7779999999999999,2.0,area_volume_ratio,9,GEO
x50data,RF,0.496,7.0,0.748,3.0,0.728,4.5,0.7120000000000001,6.0,0.8140000000000001,1.0,0.7619999999999999,2.0,0.728,4.5,area_volume_ratio,9,GEO
x4data,RF,0.978,7.0,0.99,3.5,0.996,1.0,0.982,5.5,0.982,5.5,0.994,2.0,0.99,3.5,area_volume_ratio,9,GEO
x48data,RF,0.6539999999999999,7.0,0.8320000000000001,5.0,0.8759999999999999,2.0,0.8300000000000001,6.0,0.868,3.5,0.868,3.5,0.8779999999999999,1.0,area_volume_ratio,9,GEO
x45data,RF,0.5980000000000001,4.0,0.6199999999999999,3.0,0.5920000000000001,5.0,0.5579999999999999,7.0,0.5900000000000001,6.0,0.6540000000000001,1.0,0.628,2.0,area_volume_ratio,9,GEO
