DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,DTREE,0.910182185835826,7.0,0.9199685281077348,3.0,0.9213465996356084,2.0,0.914745600464844,5.0,0.9105980462417956,6.0,0.9286843986636591,1.0,0.9161355145508356,4.0,volume,9,AUC
x80data,DTREE,0.7558508977361436,6.0,0.7904020296643248,4.0,0.8003747072599531,3.0,0.7349531615925059,7.0,0.7748516783762686,5.0,0.8199531615925059,1.0,0.8155854800936769,2.0,volume,9,AUC
x7data,DTREE,0.854295532646048,3.0,0.8156415830937187,7.0,0.8703637468733196,2.0,0.8217745517450966,6.0,0.8223998877901677,5.0,0.8853905135937536,1.0,0.8279811580989783,4.0,volume,9,AUC
x79data,DTREE,0.8179105917667238,7.0,0.8502151229273871,4.0,0.8634655517438536,1.0,0.8500200114351057,5.0,0.8440741137793024,6.0,0.8554134505431674,2.0,0.8529527587192682,3.0,volume,9,AUC
x78data,DTREE,0.8891891891891891,5.0,0.9256756756756758,1.0,0.8864864864864865,6.0,0.8810810810810811,7.0,0.9144144144144144,3.0,0.9171171171171172,2.0,0.9117117117117116,4.0,volume,9,AUC
x76data,DTREE,0.7812143996354521,7.0,0.8428736614262929,6.0,0.874947026657553,2.0,0.8456994759626338,5.0,0.8574538619275461,3.0,0.878215994531784,1.0,0.852842333105491,4.0,volume,9,AUC
x75data,DTREE,0.9916666666666666,1.0,0.9746031746031744,5.0,0.9829365079365079,2.5,0.9829365079365079,2.5,0.975,4.0,0.9690476190476188,6.5,0.9690476190476188,6.5,volume,9,AUC
x74data,DTREE,0.9773809523809524,5.0,0.9773809523809524,5.0,0.9801587301587302,2.5,0.9801587301587302,2.5,0.9773809523809524,5.0,0.9861111111111108,1.0,0.9488095238095238,7.0,volume,9,AUC
x73data,DTREE,0.8876583710407239,2.0,0.8788291855203622,4.0,0.8631655354449471,6.0,0.8679732277526394,5.0,0.8366591251885369,7.0,0.888037330316742,1.0,0.8848491704374057,3.0,volume,9,AUC
x72data,DTREE,0.9221779964221825,5.0,0.9412045319022064,1.0,0.9194036970781156,6.0,0.9386463923673226,2.0,0.915474060822898,7.0,0.9362090041741205,3.0,0.930020870602266,4.0,volume,9,AUC
x71data,DTREE,0.8762878787878788,6.0,0.8932575757575758,5.0,0.909318181818182,3.5,0.8748863636363637,7.0,0.9117613636363636,2.0,0.9453787878787878,1.0,0.909318181818182,3.5,volume,9,AUC
x70data,DTREE,0.6621099688120379,7.0,0.6670826030467122,4.0,0.6900663579843217,1.0,0.6657667791526058,5.0,0.6796782669608159,3.0,0.6634786930703429,6.0,0.6846295375868714,2.0,volume,9,AUC
x69data,DTREE,0.6652750159401323,7.0,0.7039956374374979,3.0,0.7215977381791335,1.0,0.7039453001778583,4.0,0.7160244504849156,2.0,0.6826163361186618,5.0,0.682310708413034,6.0,volume,9,AUC
x68data,DTREE,0.9218326252558808,7.0,0.9402271754085708,3.0,0.9416960703379308,2.0,0.9248081680593307,6.0,0.9265799255008556,5.0,0.9273080237591864,4.0,0.94170241954428,1.0,volume,9,AUC
x66data,DTREE,0.6734415622305352,1.0,0.6501747265642728,3.0,0.6468845508003709,4.0,0.6415587943542896,7.0,0.6419794996142401,6.0,0.6602900007131697,2.0,0.6447830343423603,5.0,volume,9,AUC
x65data,DTREE,0.7817733990147783,6.0,0.7850985221674878,5.0,0.7855911330049259,4.0,0.8029556650246306,2.0,0.7886699507389163,3.0,0.7677339901477833,7.0,0.8130541871921182,1.0,volume,9,AUC
x64data,DTREE,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,0.99,7.0,0.995,6.0,volume,9,AUC
x63data,DTREE,0.6086359189378057,2.0,0.6003473095737247,3.0,0.5918455625436758,5.0,0.5953207547169811,4.0,0.6133864430468204,1.0,0.5875904961565339,6.0,0.581,7.0,volume,9,AUC
x60data,DTREE,0.7245634920634921,2.0,0.7195105820105819,5.0,0.6739219576719577,7.0,0.7221296296296297,4.0,0.6772817460317461,6.0,0.7292923280423281,1.0,0.7236507936507937,3.0,volume,9,AUC
x50data,DTREE,0.7060026931665161,7.0,0.7548673018903302,4.0,0.775018664666678,1.0,0.7209816421497605,6.0,0.7679143300322158,3.0,0.736992687541548,5.0,0.7705359060459884,2.0,volume,9,AUC
