DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,RF,0.927866121451886,7.0,0.9442776389828024,4.0,0.9467454065139024,2.0,0.9422649296894354,5.0,0.9366293337252416,6.0,0.9445750942064288,3.0,0.9476741372280584,1.0,area_volume_ratio,1,AUC
x80data,RF,0.7295511319281809,7.0,0.7701366120218579,5.0,0.7684699453551913,6.0,0.7767759562841531,4.0,0.8332864949258394,3.0,0.8727556596409055,1.0,0.8408782201405153,2.0,area_volume_ratio,1,AUC
x7data,RF,0.8726231386025202,7.0,0.8907216494845359,5.5,0.8907216494845359,5.5,0.9059564719358534,4.0,0.9119129438717068,3.0,0.9431949412067232,1.0,0.9370514528835588,2.0,area_volume_ratio,1,AUC
x79data,RF,0.8390237278444825,7.0,0.8718864351057747,5.0,0.8693310463121785,6.0,0.8845758290451687,3.0,0.8947226986849628,2.0,0.8728305460263008,4.0,0.9105342338479132,1.0,area_volume_ratio,1,AUC
x78data,RF,0.9472972972972976,1.0,0.927927927927928,6.5,0.9445945945945948,2.5,0.9445945945945948,2.5,0.927927927927928,6.5,0.9418918918918922,4.0,0.9364864864864864,5.0,area_volume_ratio,1,AUC
x76data,RF,0.8584694691273638,7.0,0.905710868079289,3.0,0.9239878104351787,2.0,0.8693785600364548,6.0,0.8822972203235361,5.0,0.9286295283663704,1.0,0.9024584187742084,4.0,area_volume_ratio,1,AUC
x75data,RF,1.0,2.5,1.0,2.5,1.0,2.5,1.0,2.5,0.9916666666666666,6.0,0.9944444444444442,5.0,0.9805555555555554,7.0,area_volume_ratio,1,AUC
x74data,RF,0.9972222222222221,1.0,0.9829365079365079,6.0,0.9944444444444444,2.0,0.9829365079365079,6.0,0.9829365079365079,6.0,0.9888888888888888,3.0,0.9861111111111108,4.0,area_volume_ratio,1,AUC
x73data,RF,0.8640535444947209,7.0,0.8705542986425339,6.0,0.8882522624434388,3.0,0.8897209653092005,2.0,0.8785614630467571,5.0,0.8828883861236803,4.0,0.8962481146304675,1.0,area_volume_ratio,1,AUC
x72data,RF,0.9550745378652354,7.0,0.9655933214072748,4.0,0.9680515802027432,2.0,0.9650745378652356,5.0,0.9671541443053072,3.0,0.9593276684555754,6.0,0.9727131782945736,1.0,area_volume_ratio,1,AUC
x71data,RF,0.9284090909090909,5.5,0.931439393939394,3.0,0.9362878787878788,2.0,0.9084090909090908,7.0,0.9284090909090909,5.5,0.9453787878787878,1.0,0.9293181818181818,4.0,area_volume_ratio,1,AUC
x70data,RF,0.6432243934624451,7.0,0.6679593829841037,6.0,0.6815371915719838,4.0,0.6964388172408681,3.0,0.7207293855709898,2.0,0.6785911935426677,5.0,0.7420293393558364,1.0,area_volume_ratio,1,AUC
x69data,RF,0.6794557267022384,7.0,0.7291485553206484,5.0,0.7368872042685995,4.0,0.7410111413134669,3.0,0.7581303667908319,2.0,0.7204369878183832,6.0,0.7746759757038827,1.0,area_volume_ratio,1,AUC
x68data,RF,0.956770858082486,7.0,0.9713594348803652,4.0,0.9751640927547904,2.0,0.9698803584012886,5.0,0.9750431692338668,3.0,0.9648085371992348,6.0,0.9771396020000672,1.0,area_volume_ratio,1,AUC
x66data,RF,0.6737429736581064,7.0,0.6963642611238257,4.0,0.6992048158401463,3.0,0.6951345621462517,5.0,0.7047040670120138,2.0,0.6898669614434554,6.0,0.7061866818809526,1.0,area_volume_ratio,1,AUC
x65data,RF,0.7985221674876847,5.0,0.7990147783251231,3.5,0.8273399014778325,1.0,0.7990147783251229,3.5,0.8172413793103448,2.0,0.7954433497536945,7.0,0.7958128078817734,6.0,area_volume_ratio,1,AUC
x64data,RF,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,0.995,7.0,area_volume_ratio,1,AUC
x63data,RF,0.637230607966457,7.0,0.6447386443046821,5.0,0.6490677847658979,3.0,0.6487281621243886,4.0,0.6491355695317961,2.0,0.6444444444444444,6.0,0.6507610062893082,1.0,area_volume_ratio,1,AUC
x60data,RF,0.7780158730158729,4.0,0.7497883597883598,7.0,0.7739682539682541,5.0,0.7871693121693122,3.0,0.7660846560846558,6.0,0.800026455026455,1.0,0.7913095238095238,2.0,area_volume_ratio,1,AUC
x50data,RF,0.6554187192118227,7.0,0.7774372304702813,4.0,0.7645272470042783,5.0,0.7512807881773398,6.0,0.8318178873983673,2.0,0.7948251998568189,3.0,0.8660495679001825,1.0,area_volume_ratio,1,AUC
x4data,RF,0.9775741877353606,7.0,0.9874261907487016,4.0,0.9940612618387492,1.0,0.9799438559818064,6.0,0.983160762589644,5.0,0.9921152254307272,3.0,0.9940320254866506,2.0,area_volume_ratio,1,AUC
x48data,RF,0.7347222222222222,7.0,0.8541666666666667,5.0,0.8871527777777777,2.0,0.8538194444444445,6.0,0.8788194444444445,3.0,0.8770833333333332,4.0,0.9107638888888888,1.0,area_volume_ratio,1,AUC
x45data,RF,0.7239130434782608,4.0,0.7359630668536701,3.0,0.7185250116877044,5.0,0.6881252921926133,7.0,0.7120266479663394,6.0,0.7728260869565217,1.5,0.7728260869565217,1.5,area_volume_ratio,1,AUC
x39data,RF,0.9988636363636364,2.5,0.9988636363636364,2.5,0.9966164453524003,5.0,1.0,1.0,0.9977400408580184,4.0,0.9932584269662922,6.0,0.9820097037793668,7.0,area_volume_ratio,1,AUC
x38data,RF,0.825,7.0,0.8734126984126984,4.0,0.8686755952380952,5.0,0.8484126984126984,6.0,0.8920634920634921,3.0,0.9155009920634921,2.0,0.9433531746031748,1.0,area_volume_ratio,1,AUC
x35data,RF,0.9997067448680352,1.5,0.9955400782013684,4.0,0.9997067448680352,1.5,0.9955400782013684,4.0,0.9955400782013684,4.0,0.9946611702766202,6.0,0.9926092418240126,7.0,area_volume_ratio,1,AUC
x32data,RF,0.938330229671012,7.0,0.9827777777777778,5.5,0.9933333333333334,3.0,0.9827777777777778,5.5,0.9988888888888888,1.0,0.995546244568591,2.0,0.9910893854748604,4.0,area_volume_ratio,1,AUC
x31data,RF,0.7102023524720893,7.0,0.7714533492822966,3.0,0.7746112440191388,2.0,0.7683064194577354,4.0,0.7436244019138756,6.0,0.7646112440191388,5.0,0.8041726475279107,1.0,area_volume_ratio,1,AUC
x30data,RF,0.8282600195503422,7.0,0.875654086446513,4.0,0.8487254026945472,6.0,0.8633139954949212,5.0,0.8973043903268307,2.0,0.8956774618555826,3.0,0.902227038973182,1.0,area_volume_ratio,1,AUC
x20data,RF,0.5866582117642564,7.0,0.6730310108624001,3.0,0.6390520955738347,5.0,0.6527983179361758,4.0,0.6803629716673194,2.0,0.6271545670803358,6.0,0.7006913594400339,1.0,area_volume_ratio,1,AUC
x1data,RF,0.7455035128805619,7.0,0.7718032786885247,6.0,0.7877010148321624,4.0,0.7750819672131147,5.0,0.788735362997658,3.0,0.8409055425448868,1.0,0.832599531615925,2.0,area_volume_ratio,1,AUC
x18data,RF,0.5358240223463687,7.0,0.7177529484792055,3.0,0.6822004965859714,4.0,0.7191418373680943,2.0,0.7635738671632526,1.0,0.5608240223463687,6.0,0.6818544382371198,5.0,area_volume_ratio,1,AUC
appendicitis,RF,0.6055882352941176,4.0,0.5902941176470587,7.0,0.6011764705882353,5.0,0.6402941176470588,3.0,0.6535294117647059,1.5,0.593235294117647,6.0,0.6535294117647059,1.5,area_volume_ratio,1,AUC
autoUniv-au1-1000,RF,0.5862430675991671,7.0,0.6214567227496561,4.0,0.6350977286922805,2.0,0.6109805385269262,6.0,0.6195428178945747,5.0,0.6353009915682636,1.0,0.6251847614263721,3.0,area_volume_ratio,1,AUC
climate-simulation-craches,RF,0.498989898989899,7.0,0.6089795918367347,1.0,0.5937270665842094,3.0,0.5977262420119563,2.0,0.591686250257679,4.0,0.5232117089259947,6.0,0.530191713048856,5.0,area_volume_ratio,1,AUC
colon32,RF,0.865,5.0,0.865,5.0,0.865,5.0,0.89,3.0,0.86,7.0,0.91,1.0,0.8975,2.0,area_volume_ratio,1,AUC
fertility-diagnosis,RF,0.5330065359477125,4.0,0.6107843137254901,1.0,0.5218954248366013,5.0,0.5604575163398693,3.0,0.5098039215686274,7.0,0.5663398692810457,2.0,0.5156862745098039,6.0,area_volume_ratio,1,AUC
habermans-survival,RF,0.5164950980392157,7.0,0.5624754901960785,3.0,0.5762254901960785,2.0,0.5341339869281045,5.0,0.5222385620915032,6.0,0.5356699346405229,4.0,0.6221486928104576,1.0,area_volume_ratio,1,AUC
indian-liver-patient,RF,0.5569558601096517,7.0,0.6004154893063468,3.0,0.5753726134484463,5.0,0.5957236125556467,4.0,0.6004519989814108,2.0,0.5620007148533016,6.0,0.6144004589787723,1.0,area_volume_ratio,1,AUC
ionosphere,RF,0.9246153846153844,4.5,0.9246153846153848,4.5,0.917948717948718,7.0,0.92417094017094,6.0,0.9296410256410256,3.0,0.9342393162393164,1.0,0.9300854700854702,2.0,area_volume_ratio,1,AUC
lsvt-voice-rehabilitation,RF,0.7074754901960784,1.0,0.6922794117647059,2.0,0.6474673202614378,6.0,0.6715277777777778,4.0,0.6864787581699346,3.0,0.6703431372549019,5.0,0.6326388888888891,7.0,area_volume_ratio,1,AUC
ozone-eighthr,RF,0.5637289307128579,7.0,0.704426215856096,2.0,0.6726113146791028,5.0,0.7000731734399289,3.0,0.7499367088607596,1.0,0.5955771707750388,6.0,0.6958980401954251,4.0,area_volume_ratio,1,AUC
ozone-onehr,RF,0.5061265969802555,7.0,0.6247900808767577,1.0,0.5929409173257192,4.0,0.5785917361057122,5.0,0.6069889133113295,3.0,0.5194599303135888,6.0,0.609155753133886,2.0,area_volume_ratio,1,AUC
