DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,QDA,0.884,7.0,0.89,5.0,0.904,4.0,0.912,2.5,0.914,1.0,0.8859999999999999,6.0,0.912,2.5,radius_ratio,4,GEO
x80data,QDA,0.85,4.0,0.8539999999999999,2.0,0.852,3.0,0.8379999999999999,6.0,0.8400000000000001,5.0,0.866,1.0,0.8340000000000001,7.0,radius_ratio,4,GEO
x7data,QDA,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,0.6679999999999999,1.0,0.0,4.5,radius_ratio,4,GEO
x79data,QDA,0.5700000000000001,4.0,0.384,6.0,0.27,7.0,0.43,5.0,0.7120000000000001,3.0,0.9,1.0,0.836,2.0,radius_ratio,4,GEO
x78data,QDA,0.904,2.0,0.89,3.0,0.8859999999999999,4.0,0.8379999999999999,6.0,0.8620000000000001,5.0,0.912,1.0,0.8340000000000001,7.0,radius_ratio,4,GEO
x76data,QDA,0.406,7.0,0.508,6.0,0.6020000000000001,4.0,0.67,3.0,0.522,5.0,0.9259999999999999,1.0,0.8779999999999999,2.0,radius_ratio,4,GEO
x75data,QDA,0.992,1.0,0.986,2.5,0.984,4.0,0.986,2.5,0.956,7.0,0.968,6.0,0.982,5.0,radius_ratio,4,GEO
x74data,QDA,0.994,1.0,0.99,2.5,0.986,4.5,0.99,2.5,0.9640000000000001,7.0,0.986,4.5,0.98,6.0,radius_ratio,4,GEO
x73data,QDA,0.764,7.0,0.826,4.0,0.8440000000000001,3.0,0.784,6.0,0.8240000000000001,5.0,0.8779999999999999,1.0,0.86,2.0,radius_ratio,4,GEO
x72data,QDA,0.972,2.5,0.97,4.0,0.972,2.5,0.966,6.0,0.974,1.0,0.8540000000000001,7.0,0.968,5.0,radius_ratio,4,GEO
x71data,QDA,0.924,5.0,0.934,2.5,0.934,2.5,0.942,1.0,0.932,4.0,0.8400000000000001,7.0,0.912,6.0,radius_ratio,4,GEO
x70data,QDA,0.8119999999999999,2.0,0.8099999999999999,3.0,0.8079999999999999,4.5,0.8079999999999999,4.5,0.8160000000000001,1.0,0.392,7.0,0.7879999999999999,6.0,radius_ratio,4,GEO
x69data,QDA,0.804,3.0,0.8,4.0,0.7939999999999999,5.0,0.8079999999999999,1.5,0.8079999999999999,1.5,0.402,7.0,0.784,6.0,radius_ratio,4,GEO
x68data,QDA,0.978,1.5,0.974,5.0,0.9760000000000002,3.5,0.972,6.0,0.976,3.5,0.9,7.0,0.978,1.5,radius_ratio,4,GEO
x66data,QDA,0.08800000000000001,7.0,0.2240000000000001,6.0,0.37,5.0,0.48200000000000004,4.0,0.588,3.0,0.66,1.0,0.596,2.0,radius_ratio,4,GEO
x65data,QDA,0.718,3.0,0.708,6.0,0.7200000000000001,2.0,0.716,4.0,0.7060000000000001,7.0,0.7340000000000001,1.0,0.71,5.0,radius_ratio,4,GEO
x64data,QDA,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,radius_ratio,4,GEO
x63data,QDA,0.506,6.0,0.616,4.0,0.612,5.0,0.626,2.0,0.6399999999999999,1.0,0.37,7.0,0.624,3.0,radius_ratio,4,GEO
x60data,QDA,0.6599999999999999,1.0,0.6579999999999999,2.0,0.6439999999999999,4.0,0.64,6.0,0.642,5.0,0.298,7.0,0.6539999999999999,3.0,radius_ratio,4,GEO
