DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,SVM,0.556,7.0,0.7879999999999999,4.0,0.8100000000000002,3.0,0.818,1.0,0.8160000000000001,2.0,0.784,5.0,0.71,6.0,aspect_ratio,4,IBA
x80data,SVM,0.0,7.0,0.7539999999999999,3.0,0.742,4.0,0.736,5.0,0.728,6.0,0.76,2.0,0.778,1.0,aspect_ratio,4,IBA
x7data,SVM,0.0,7.0,0.28,1.5,0.07200000000000001,5.0,0.12,4.0,0.048,6.0,0.28,1.5,0.142,3.0,aspect_ratio,4,IBA
x79data,SVM,0.0,7.0,0.7300000000000001,6.0,0.7700000000000001,1.0,0.7559999999999999,3.0,0.7440000000000001,4.0,0.7340000000000001,5.0,0.764,2.0,aspect_ratio,4,IBA
x78data,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
x76data,SVM,0.0,7.0,0.804,1.0,0.79,4.0,0.8,2.5,0.7820000000000001,6.0,0.8,2.5,0.7879999999999999,5.0,aspect_ratio,4,IBA
x75data,SVM,0.0,6.5,0.414,1.5,0.18,4.0,0.03,5.0,0.0,6.5,0.384,3.0,0.414,1.5,aspect_ratio,4,IBA
x74data,SVM,0.0,6.0,0.388,2.5,0.15,4.0,0.0,6.0,0.0,6.0,0.388,2.5,0.418,1.0,aspect_ratio,4,IBA
x73data,SVM,0.0,7.0,0.768,5.0,0.774,3.0,0.8,1.0,0.79,2.0,0.7699999999999999,4.0,0.764,6.0,aspect_ratio,4,IBA
x72data,SVM,0.0,7.0,0.518,4.0,0.522,2.0,0.53,1.0,0.514,5.0,0.5199999999999999,3.0,0.5,6.0,aspect_ratio,4,IBA
x71data,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
x70data,SVM,0.0,4.5,0.0,4.5,0.094,1.0,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,aspect_ratio,4,IBA
x69data,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
x68data,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
x66data,SVM,0.006,7.0,0.392,3.0,0.41600000000000004,1.0,0.41200000000000003,2.0,0.368,6.0,0.382,4.0,0.37,5.0,aspect_ratio,4,IBA
x65data,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
x64data,SVM,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,aspect_ratio,4,IBA
x63data,SVM,0.0,7.0,0.10799999999999996,2.0,0.098,3.0,0.11400000000000005,1.0,0.078,6.0,0.092,5.0,0.094,4.0,aspect_ratio,4,IBA
x60data,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
x50data,SVM,0.0,7.0,0.784,1.0,0.7759999999999999,2.0,0.754,6.0,0.772,4.0,0.76,5.0,0.774,3.0,aspect_ratio,4,IBA
x4data,SVM,0.5920000000000001,7.0,0.8779999999999999,2.0,0.8399999999999999,4.0,0.7060000000000001,5.0,0.6759999999999999,6.0,0.8759999999999999,3.0,0.8800000000000001,1.0,aspect_ratio,4,IBA
x48data,SVM,0.0,7.0,0.922,2.0,0.922,2.0,0.914,5.0,0.902,6.0,0.92,4.0,0.922,2.0,aspect_ratio,4,IBA
x45data,SVM,0.0,7.0,0.562,2.5,0.562,2.5,0.41,5.5,0.41,5.5,0.562,2.5,0.562,2.5,aspect_ratio,4,IBA
x39data,SVM,0.0,7.0,0.924,1.5,0.904,4.0,0.89,6.0,0.922,3.0,0.924,1.5,0.8919999999999998,5.0,aspect_ratio,4,IBA
x38data,SVM,0.0,7.0,0.92,1.0,0.868,3.0,0.8119999999999999,5.0,0.784,6.0,0.916,2.0,0.8620000000000001,4.0,aspect_ratio,4,IBA
x35data,SVM,0.984,6.0,0.992,3.0,0.992,3.0,0.984,6.0,0.984,6.0,1.0,1.0,0.992,3.0,aspect_ratio,4,IBA
x32data,SVM,0.0,7.0,0.8100000000000002,4.0,0.8099999999999999,4.0,0.8139999999999998,2.0,0.782,6.0,0.8099999999999999,4.0,0.828,1.0,aspect_ratio,4,IBA
x31data,SVM,0.0,7.0,0.6359999999999999,4.0,0.6199999999999999,6.0,0.634,5.0,0.6379999999999999,3.0,0.6459999999999999,1.0,0.64,2.0,aspect_ratio,4,IBA
x30data,SVM,0.0,7.0,0.8059999999999998,3.0,0.8019999999999999,5.0,0.804,4.0,0.8119999999999999,1.0,0.8079999999999999,2.0,0.7939999999999999,6.0,aspect_ratio,4,IBA
x20data,SVM,0.0,7.0,0.23000000000000004,4.0,0.28600000000000003,3.0,0.392,1.0,0.328,2.0,0.204,5.0,0.1,6.0,aspect_ratio,4,IBA
x1data,SVM,0.0,7.0,0.764,2.0,0.758,3.0,0.7220000000000001,6.0,0.726,5.0,0.7559999999999999,4.0,0.78,1.0,aspect_ratio,4,IBA
x18data,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
appendicitis,SVM,0.0,6.0,0.052000000000000005,3.0,0.052000000000000005,3.0,0.094,1.0,0.052000000000000005,3.0,0.0,6.0,0.0,6.0,aspect_ratio,4,IBA
autoUniv-au1-1000,SVM,0.0,7.0,0.16999999999999998,2.0,0.268,1.0,0.126,3.0,0.032,6.0,0.06,5.0,0.06799999999999999,4.0,aspect_ratio,4,IBA
climate-simulation-craches,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
colon32,SVM,0.0,7.0,0.7180000000000001,1.5,0.6679999999999999,4.0,0.594,5.0,0.506,6.0,0.708,3.0,0.7180000000000001,1.5,aspect_ratio,4,IBA
fertility-diagnosis,SVM,0.0,5.5,0.10400000000000001,2.0,0.0,5.5,0.07200000000000001,3.0,0.16399999999999998,1.0,0.0,5.5,0.0,5.5,aspect_ratio,4,IBA
habermans-survival,SVM,0.0,7.0,0.096,3.0,0.19400000000000006,1.0,0.05,4.0,0.036000000000000004,5.0,0.12,2.0,0.014000000000000002,6.0,aspect_ratio,4,IBA
indian-liver-patient,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
ionosphere,SVM,0.43,7.0,0.69,3.5,0.688,5.0,0.706,1.0,0.69,3.5,0.6819999999999999,6.0,0.698,2.0,aspect_ratio,4,IBA
lsvt-voice-rehabilitation,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
ozone-eighthr,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
ozone-onehr,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
parkinsons,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
phoneme,SVM,0.61,7.0,0.6780000000000002,3.0,0.6839999999999999,2.0,0.6880000000000001,1.0,0.674,4.5,0.674,4.5,0.644,6.0,aspect_ratio,4,IBA
pima-indians-diabetes,SVM,0.0,7.0,0.096,6.0,0.1,5.0,0.138,1.0,0.106,3.0,0.134,2.0,0.102,4.0,aspect_ratio,4,IBA
planning-relax,SVM,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,0.018000000000000002,1.0,aspect_ratio,4,IBA
qsar-biodegradation,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
saheart,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
seismic-bumps,SVM,0.0,4.5,0.0,4.5,0.0,4.5,0.024,1.0,0.0,4.5,0.0,4.5,0.0,4.5,aspect_ratio,4,IBA
spambase,SVM,0.0,7.0,0.2,1.5,0.162,5.0,0.16599999999999998,4.0,0.15000000000000002,6.0,0.2,1.5,0.192,3.0,aspect_ratio,4,IBA
spectf-heart,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
statlog-german-credit,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
statlog-german-credit-numeric,SVM,0.0,5.0,0.0,5.0,0.12799999999999995,2.0,0.0,5.0,0.0,5.0,0.0,5.0,0.28,1.0,aspect_ratio,4,IBA
thoracic-surgery,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
thyroid-hypothyroid,SVM,0.5479999999999999,7.0,0.8859999999999999,4.0,0.924,2.0,0.9259999999999999,1.0,0.9179999999999999,3.0,0.8720000000000001,5.0,0.828,6.0,aspect_ratio,4,IBA
thyroid-sick-euthyroid,SVM,0.0,7.0,0.348,3.0,0.4260000000000001,1.0,0.41200000000000003,2.0,0.31,5.0,0.334,4.0,0.30399999999999994,6.0,aspect_ratio,4,IBA
vertebra-column-2c,SVM,0.0,7.0,0.6659999999999999,1.5,0.6659999999999999,1.5,0.6599999999999999,4.0,0.6599999999999999,4.0,0.6519999999999999,6.0,0.6599999999999999,4.0,aspect_ratio,4,IBA
wdbc,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,aspect_ratio,4,IBA
wholesale-channel,SVM,0.6380000000000001,7.0,0.7020000000000001,5.0,0.7139999999999999,3.0,0.72,2.0,0.7220000000000001,1.0,0.696,6.0,0.7120000000000001,4.0,aspect_ratio,4,IBA
wilt,SVM,0.0,7.0,0.62,1.0,0.618,2.0,0.4959999999999999,5.0,0.25,6.0,0.6060000000000001,3.0,0.5760000000000001,4.0,aspect_ratio,4,IBA
