DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,QDA,0.79,6.5,0.7979999999999999,4.0,0.8220000000000001,3.0,0.836,1.0,0.8340000000000001,2.0,0.79,6.5,0.792,5.0,volume,9,IBA
x80data,QDA,0.7240000000000001,4.0,0.73,2.0,0.728,3.0,0.706,6.0,0.7040000000000001,7.0,0.752,1.0,0.718,5.0,volume,9,IBA
x7data,QDA,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,0.0,4.5,0.466,1.0,0.0,4.5,volume,9,IBA
x79data,QDA,0.33799999999999997,4.0,0.15999999999999998,6.0,0.146,7.0,0.212,5.0,0.53,3.0,0.8100000000000002,1.0,0.7759999999999999,2.0,volume,9,IBA
x78data,QDA,0.826,2.0,0.8039999999999999,3.0,0.794,4.0,0.7340000000000001,7.0,0.762,6.0,0.8399999999999999,1.0,0.792,5.0,volume,9,IBA
x76data,QDA,0.17600000000000002,7.0,0.2600000000000001,6.0,0.36,4.0,0.442,3.0,0.272,5.0,0.8620000000000001,1.0,0.8459999999999999,2.0,volume,9,IBA
x75data,QDA,0.982,1.0,0.97,2.0,0.9640000000000001,3.5,0.9640000000000001,3.5,0.904,6.0,0.938,5.0,0.884,7.0,volume,9,IBA
x74data,QDA,0.982,1.0,0.976,2.5,0.97,4.0,0.976,2.5,0.924,6.0,0.9640000000000001,5.0,0.8939999999999999,7.0,volume,9,IBA
x73data,QDA,0.6220000000000001,7.0,0.6900000000000001,4.0,0.7120000000000001,3.0,0.6519999999999999,6.0,0.6880000000000001,5.0,0.772,1.0,0.7340000000000001,2.0,volume,9,IBA
x72data,QDA,0.946,1.5,0.944,3.5,0.944,3.5,0.932,5.0,0.946,1.5,0.736,7.0,0.9259999999999999,6.0,volume,9,IBA
x71data,QDA,0.858,6.0,0.8759999999999999,3.5,0.8759999999999999,3.5,0.8880000000000001,2.0,0.8720000000000001,5.0,0.718,7.0,0.898,1.0,volume,9,IBA
x70data,QDA,0.6599999999999999,2.5,0.6539999999999999,5.0,0.6559999999999999,4.0,0.652,6.0,0.66,2.5,0.162,7.0,0.6620000000000001,1.0,volume,9,IBA
x69data,QDA,0.644,4.0,0.634,6.0,0.636,5.0,0.6460000000000001,3.0,0.65,2.0,0.174,7.0,0.6539999999999999,1.0,volume,9,IBA
x68data,QDA,0.958,1.0,0.954,4.0,0.956,2.5,0.95,5.0,0.9559999999999998,2.5,0.8160000000000001,7.0,0.9179999999999999,6.0,volume,9,IBA
x66data,QDA,0.014000000000000002,7.0,0.07200000000000001,6.0,0.174,5.0,0.24,3.0,0.336,2.0,0.426,1.0,0.202,4.0,volume,9,IBA
x65data,QDA,0.51,3.0,0.5,5.0,0.512,2.0,0.508,4.0,0.4920000000000001,6.5,0.54,1.0,0.4920000000000001,6.5,volume,9,IBA
x64data,QDA,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,volume,9,IBA
x63data,QDA,0.256,6.0,0.384,3.0,0.38,4.0,0.39399999999999996,2.0,0.41200000000000003,1.0,0.138,7.0,0.276,5.0,volume,9,IBA
x60data,QDA,0.442,1.0,0.438,2.0,0.42,3.5,0.418,5.0,0.42,3.5,0.102,7.0,0.386,6.0,volume,9,IBA
x50data,QDA,0.222,6.0,0.08199999999999999,7.0,0.262,5.0,0.28,4.0,0.6199999999999999,3.0,0.738,1.0,0.7020000000000001,2.0,volume,9,IBA
x4data,QDA,0.9640000000000001,2.0,0.958,3.0,0.9280000000000002,4.0,0.708,7.0,0.7919999999999999,6.0,0.972,1.0,0.914,5.0,volume,9,IBA
