DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,SGD,0.946,2.0,0.948,1.0,0.938,7.0,0.9440000000000002,4.0,0.94,6.0,0.9440000000000002,4.0,0.9440000000000002,4.0,edge_ratio,9,PRE
x80data,SGD,0.85,7.0,0.93,2.5,0.914,6.0,0.922,4.0,0.9399999999999998,1.0,0.9179999999999999,5.0,0.93,2.5,edge_ratio,9,PRE
x7data,SGD,0.922,6.5,0.97,1.0,0.942,5.0,0.95,3.0,0.9640000000000001,2.0,0.922,6.5,0.948,4.0,edge_ratio,9,PRE
x79data,SGD,0.9279999999999999,5.0,0.932,2.5,0.9280000000000002,5.0,0.932,2.5,0.9260000000000002,7.0,0.9280000000000002,5.0,0.9399999999999998,1.0,edge_ratio,9,PRE
x78data,SGD,0.6040000000000001,5.0,0.7380000000000001,3.0,0.5900000000000001,6.0,0.8860000000000001,2.0,0.696,4.0,0.892,1.0,0.556,7.0,edge_ratio,9,PRE
x76data,SGD,0.916,4.0,0.9200000000000002,2.5,0.9260000000000002,1.0,0.91,5.0,0.92,2.5,0.9,7.0,0.908,6.0,edge_ratio,9,PRE
x75data,SGD,0.948,4.5,0.968,2.0,0.906,7.0,0.9179999999999999,6.0,0.948,4.5,0.978,1.0,0.966,3.0,edge_ratio,9,PRE
x74data,SGD,0.772,7.0,0.94,5.0,0.958,3.0,0.972,1.0,0.9559999999999998,4.0,0.934,6.0,0.97,2.0,edge_ratio,9,PRE
x73data,SGD,0.884,7.0,0.9,3.0,0.89,6.0,0.912,1.0,0.898,4.5,0.898,4.5,0.906,2.0,edge_ratio,9,PRE
x72data,SGD,0.792,7.0,0.8379999999999999,3.0,0.858,1.0,0.85,2.0,0.818,6.0,0.836,4.0,0.828,5.0,edge_ratio,9,PRE
x71data,SGD,0.8300000000000001,2.0,0.732,3.0,0.21600000000000005,7.0,0.726,4.0,0.708,5.0,0.67,6.0,0.8440000000000001,1.0,edge_ratio,9,PRE
x70data,SGD,0.634,5.0,0.708,1.0,0.6920000000000001,2.0,0.6659999999999999,3.0,0.624,6.0,0.66,4.0,0.5900000000000001,7.0,edge_ratio,9,PRE
x69data,SGD,0.536,7.0,0.636,2.0,0.5800000000000001,5.0,0.6100000000000001,4.0,0.5539999999999999,6.0,0.6859999999999999,1.0,0.624,3.0,edge_ratio,9,PRE
x68data,SGD,0.528,7.0,0.672,6.0,0.7220000000000001,5.0,0.728,3.0,0.738,2.0,0.7240000000000001,4.0,0.792,1.0,edge_ratio,9,PRE
x66data,SGD,0.75,4.5,0.7440000000000001,6.0,0.758,2.5,0.732,7.0,0.75,4.5,0.762,1.0,0.758,2.5,edge_ratio,9,PRE
x65data,SGD,0.4480000000000001,6.0,0.52,5.0,0.7260000000000001,1.0,0.53,4.0,0.378,7.0,0.5880000000000001,3.0,0.6,2.0,edge_ratio,9,PRE
x64data,SGD,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,edge_ratio,9,PRE
x63data,SGD,0.462,7.0,0.55,4.5,0.508,6.0,0.62,3.0,0.55,4.5,0.6459999999999999,1.0,0.642,2.0,edge_ratio,9,PRE
x60data,SGD,0.35200000000000004,5.0,0.35600000000000004,2.0,0.35600000000000004,2.0,0.35600000000000004,2.0,0.35200000000000004,5.0,0.35200000000000004,5.0,0.24,7.0,edge_ratio,9,PRE
x50data,SGD,0.96,7.0,0.978,2.0,0.9759999999999998,5.0,0.978,2.0,0.976,5.0,0.976,5.0,0.978,2.0,edge_ratio,9,PRE
x4data,SGD,0.948,4.0,0.956,1.0,0.924,5.0,0.906,6.0,0.898,7.0,0.9540000000000001,2.5,0.954,2.5,edge_ratio,9,PRE
