DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,ABC,0.962,3.0,0.9640000000000001,1.5,0.9640000000000001,1.5,0.958,5.0,0.952,6.5,0.96,4.0,0.952,6.5,radius_ratio,1,PRE
x80data,ABC,0.916,5.0,0.924,3.5,0.9280000000000002,1.5,0.914,6.5,0.914,6.5,0.924,3.5,0.9279999999999999,1.5,radius_ratio,1,PRE
x7data,ABC,0.948,6.0,0.9620000000000001,5.0,0.968,2.5,0.968,2.5,0.9640000000000001,4.0,0.976,1.0,0.9440000000000002,7.0,radius_ratio,1,PRE
x79data,ABC,0.932,6.0,0.944,1.5,0.942,3.0,0.944,1.5,0.934,5.0,0.94,4.0,0.9279999999999999,7.0,radius_ratio,1,PRE
x78data,ABC,0.968,3.0,0.956,5.0,0.952,6.5,0.97,2.0,0.9740000000000001,1.0,0.962,4.0,0.952,6.5,radius_ratio,1,PRE
x76data,ABC,0.938,3.0,0.91,7.0,0.944,2.0,0.948,1.0,0.9280000000000002,6.0,0.93,5.0,0.934,4.0,radius_ratio,1,PRE
x75data,ABC,0.992,3.0,0.992,3.0,0.996,1.0,0.992,3.0,0.9620000000000001,7.0,0.988,5.0,0.978,6.0,radius_ratio,1,PRE
x74data,ABC,0.984,5.5,0.988,3.0,0.996,1.0,0.984,5.5,0.97,7.0,0.988,3.0,0.988,3.0,radius_ratio,1,PRE
x73data,ABC,0.91,2.5,0.902,5.0,0.906,4.0,0.9,6.0,0.898,7.0,0.91,2.5,0.922,1.0,radius_ratio,1,PRE
x72data,ABC,0.95,6.0,0.9559999999999998,5.0,0.9620000000000001,2.0,0.96,3.5,0.96,3.5,0.966,1.0,0.9399999999999998,7.0,radius_ratio,1,PRE
x71data,ABC,0.9359999999999999,4.0,0.94,3.0,0.9440000000000002,2.0,0.95,1.0,0.9280000000000002,6.0,0.922,7.0,0.932,5.0,radius_ratio,1,PRE
x70data,ABC,0.7460000000000001,7.0,0.758,5.0,0.7620000000000001,4.0,0.772,2.0,0.782,1.0,0.7659999999999999,3.0,0.7559999999999999,6.0,radius_ratio,1,PRE
x69data,ABC,0.76,6.0,0.774,3.5,0.794,1.0,0.7739999999999999,3.5,0.78,2.0,0.752,7.0,0.772,5.0,radius_ratio,1,PRE
x68data,ABC,0.9640000000000001,1.5,0.9640000000000001,1.5,0.9620000000000001,3.5,0.962,3.5,0.96,5.0,0.9540000000000001,6.5,0.9540000000000001,6.5,radius_ratio,1,PRE
x66data,ABC,0.7440000000000001,1.0,0.736,4.5,0.742,2.0,0.7300000000000001,6.5,0.738,3.0,0.736,4.5,0.7300000000000001,6.5,radius_ratio,1,PRE
x65data,ABC,0.8400000000000001,1.0,0.82,3.0,0.8059999999999999,6.0,0.8159999999999998,4.0,0.8119999999999999,5.0,0.7959999999999999,7.0,0.8220000000000001,2.0,radius_ratio,1,PRE
x64data,ABC,0.994,6.0,1.0,2.5,1.0,2.5,0.994,6.0,0.994,6.0,1.0,2.5,1.0,2.5,radius_ratio,1,PRE
x63data,ABC,0.628,7.0,0.638,4.0,0.642,3.0,0.6579999999999999,1.0,0.65,2.0,0.63,5.5,0.63,5.5,radius_ratio,1,PRE
x60data,ABC,0.818,1.0,0.772,4.0,0.782,3.0,0.7979999999999999,2.0,0.76,5.0,0.75,7.0,0.758,6.0,radius_ratio,1,PRE
x50data,ABC,0.976,2.0,0.972,6.5,0.972,6.5,0.9740000000000001,4.0,0.9740000000000001,4.0,0.98,1.0,0.974,4.0,radius_ratio,1,PRE
x4data,ABC,0.986,1.0,0.98,2.5,0.976,6.0,0.978,4.5,0.966,7.0,0.98,2.5,0.978,4.5,radius_ratio,1,PRE
x48data,ABC,0.974,5.5,0.978,2.5,0.978,2.5,0.978,2.5,0.97,7.0,0.974,5.5,0.978,2.5,radius_ratio,1,PRE
x45data,ABC,0.96,2.0,0.946,5.5,0.948,3.5,0.948,3.5,0.946,5.5,0.9640000000000001,1.0,0.942,7.0,radius_ratio,1,PRE
x39data,ABC,0.996,2.5,0.996,2.5,0.996,2.5,0.996,2.5,0.99,6.0,0.9920000000000002,5.0,0.988,7.0,radius_ratio,1,PRE
x38data,ABC,0.984,1.5,0.984,1.5,0.98,3.0,0.972,5.0,0.9640000000000001,6.5,0.9640000000000001,6.5,0.978,4.0,radius_ratio,1,PRE
