DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,SVM,0.556,6.0,0.7879999999999999,4.0,0.8100000000000002,3.0,0.818,1.0,0.8160000000000001,2.0,0.784,5.0,radius_ratio,1,IBA
x80data,SVM,0.0,6.0,0.7539999999999999,1.0,0.742,2.0,0.736,3.0,0.728,5.0,0.73,4.0,radius_ratio,1,IBA
x7data,SVM,0.0,5.5,0.28,1.0,0.07200000000000001,3.0,0.12,2.0,0.048,4.0,0.0,5.5,radius_ratio,1,IBA
x79data,SVM,0.0,6.0,0.7300000000000001,4.0,0.7700000000000001,1.0,0.7559999999999999,2.0,0.7440000000000001,3.0,0.722,5.0,radius_ratio,1,IBA
x78data,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
x76data,SVM,0.0,6.0,0.804,1.0,0.79,3.0,0.8,2.0,0.7820000000000001,5.0,0.7879999999999999,4.0,radius_ratio,1,IBA
x75data,SVM,0.0,5.5,0.414,1.0,0.18,2.0,0.03,4.0,0.0,5.5,0.17800000000000002,3.0,radius_ratio,1,IBA
x74data,SVM,0.0,5.0,0.388,1.0,0.15,2.5,0.0,5.0,0.0,5.0,0.15,2.5,radius_ratio,1,IBA
x73data,SVM,0.0,6.0,0.768,5.0,0.774,3.0,0.8,1.0,0.79,2.0,0.772,4.0,radius_ratio,1,IBA
x72data,SVM,0.0,6.0,0.518,3.0,0.522,2.0,0.53,1.0,0.514,4.0,0.51,5.0,radius_ratio,1,IBA
x71data,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
x70data,SVM,0.0,4.0,0.0,4.0,0.094,1.0,0.0,4.0,0.0,4.0,0.0,4.0,radius_ratio,1,IBA
x69data,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
x68data,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
x66data,SVM,0.006,6.0,0.392,4.0,0.41600000000000004,1.0,0.41200000000000003,2.0,0.368,5.0,0.39799999999999996,3.0,radius_ratio,1,IBA
x65data,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
x64data,SVM,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,radius_ratio,1,IBA
x63data,SVM,0.0,6.0,0.10799999999999996,3.0,0.098,4.0,0.11400000000000005,2.0,0.078,5.0,0.18600000000000005,1.0,radius_ratio,1,IBA
x60data,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
x50data,SVM,0.0,6.0,0.784,1.0,0.7759999999999999,2.5,0.754,5.0,0.772,4.0,0.7759999999999999,2.5,radius_ratio,1,IBA
x4data,SVM,0.5920000000000001,6.0,0.8779999999999999,1.0,0.8399999999999999,3.0,0.7060000000000001,4.0,0.6759999999999999,5.0,0.866,2.0,radius_ratio,1,IBA
x48data,SVM,0.0,6.0,0.922,1.5,0.922,1.5,0.914,3.0,0.902,5.0,0.908,4.0,radius_ratio,1,IBA
x45data,SVM,0.0,6.0,0.562,1.5,0.562,1.5,0.41,4.5,0.41,4.5,0.516,3.0,radius_ratio,1,IBA
x39data,SVM,0.0,6.0,0.924,1.0,0.904,3.0,0.89,4.0,0.922,2.0,0.8640000000000001,5.0,radius_ratio,1,IBA
x38data,SVM,0.0,6.0,0.92,1.0,0.868,2.0,0.8119999999999999,4.0,0.784,5.0,0.852,3.0,radius_ratio,1,IBA
x35data,SVM,0.984,4.0,0.992,1.5,0.992,1.5,0.984,4.0,0.984,4.0,0.976,6.0,radius_ratio,1,IBA
x32data,SVM,0.0,6.0,0.8100000000000002,2.5,0.8099999999999999,2.5,0.8139999999999998,1.0,0.782,5.0,0.7959999999999999,4.0,radius_ratio,1,IBA
x31data,SVM,0.0,6.0,0.6359999999999999,2.0,0.6199999999999999,4.0,0.634,3.0,0.6379999999999999,1.0,0.544,5.0,radius_ratio,1,IBA
x30data,SVM,0.0,6.0,0.8059999999999998,2.0,0.8019999999999999,4.0,0.804,3.0,0.8119999999999999,1.0,0.6199999999999999,5.0,radius_ratio,1,IBA
x20data,SVM,0.0,6.0,0.23000000000000004,4.0,0.28600000000000003,3.0,0.392,1.0,0.328,2.0,0.05,5.0,radius_ratio,1,IBA
x1data,SVM,0.0,6.0,0.764,2.0,0.758,3.0,0.7220000000000001,5.0,0.726,4.0,0.7659999999999999,1.0,radius_ratio,1,IBA
x18data,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
appendicitis,SVM,0.0,6.0,0.052000000000000005,3.5,0.052000000000000005,3.5,0.094,1.0,0.052000000000000005,3.5,0.052000000000000005,3.5,radius_ratio,1,IBA
autoUniv-au1-1000,SVM,0.0,6.0,0.16999999999999998,2.0,0.268,1.0,0.126,3.0,0.032,4.0,0.008,5.0,radius_ratio,1,IBA
climate-simulation-craches,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
colon32,SVM,0.0,6.0,0.7180000000000001,1.0,0.6679999999999999,2.0,0.594,3.0,0.506,5.0,0.528,4.0,radius_ratio,1,IBA
fertility-diagnosis,SVM,0.0,5.5,0.10400000000000001,2.0,0.0,5.5,0.07200000000000001,4.0,0.16399999999999998,1.0,0.086,3.0,radius_ratio,1,IBA
habermans-survival,SVM,0.0,6.0,0.096,2.0,0.19400000000000006,1.0,0.05,3.0,0.036000000000000004,4.0,0.014000000000000002,5.0,radius_ratio,1,IBA
indian-liver-patient,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
ionosphere,SVM,0.43,6.0,0.69,2.5,0.688,4.0,0.706,1.0,0.69,2.5,0.6819999999999999,5.0,radius_ratio,1,IBA
lsvt-voice-rehabilitation,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
ozone-eighthr,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
ozone-onehr,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
parkinsons,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
phoneme,SVM,0.61,6.0,0.6780000000000002,3.0,0.6839999999999999,2.0,0.6880000000000001,1.0,0.674,4.0,0.64,5.0,radius_ratio,1,IBA
pima-indians-diabetes,SVM,0.0,6.0,0.096,5.0,0.1,4.0,0.138,2.0,0.106,3.0,0.152,1.0,radius_ratio,1,IBA
planning-relax,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
qsar-biodegradation,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
saheart,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
seismic-bumps,SVM,0.0,4.0,0.0,4.0,0.0,4.0,0.024,1.0,0.0,4.0,0.0,4.0,radius_ratio,1,IBA
spambase,SVM,0.0,6.0,0.2,1.0,0.162,3.0,0.16599999999999998,2.0,0.15000000000000002,4.0,0.054000000000000006,5.0,radius_ratio,1,IBA
spectf-heart,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
statlog-german-credit,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
statlog-german-credit-numeric,SVM,0.0,4.5,0.0,4.5,0.12799999999999995,1.0,0.0,4.5,0.0,4.5,0.04,2.0,radius_ratio,1,IBA
thoracic-surgery,SVM,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,radius_ratio,1,IBA
