DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,GNB,0.784,7.0,0.8079999999999999,5.0,0.8360000000000001,3.0,0.868,1.0,0.8639999999999999,2.0,0.8019999999999999,6.0,0.8280000000000001,4.0,solid_angle,1,SPE
x80data,GNB,0.884,7.0,0.9359999999999999,1.0,0.934,2.0,0.9079999999999998,6.0,0.932,4.0,0.932,4.0,0.932,4.0,solid_angle,1,SPE
x7data,GNB,0.504,2.5,0.504,2.5,0.502,5.0,0.4819999999999999,6.5,0.4819999999999999,6.5,0.504,2.5,0.504,2.5,solid_angle,1,SPE
x79data,GNB,0.904,3.0,0.908,2.0,0.902,4.0,0.8960000000000001,6.0,0.89,7.0,0.92,1.0,0.9,5.0,solid_angle,1,SPE
x78data,GNB,0.882,3.5,0.884,2.0,0.882,3.5,0.8539999999999999,5.5,0.8539999999999999,5.5,0.91,1.0,0.852,7.0,solid_angle,1,SPE
x76data,GNB,0.898,5.0,0.912,1.0,0.906,3.5,0.884,6.0,0.8620000000000001,7.0,0.906,3.5,0.908,2.0,solid_angle,1,SPE
x75data,GNB,0.998,1.0,0.996,2.5,0.992,5.0,0.994,4.0,0.982,6.0,0.996,2.5,0.948,7.0,solid_angle,1,SPE
x74data,GNB,1.0,1.0,0.996,4.0,0.996,4.0,0.996,4.0,0.992,6.0,0.998,2.0,0.976,7.0,solid_angle,1,SPE
x73data,GNB,0.868,4.0,0.858,7.0,0.8860000000000001,1.0,0.866,5.0,0.8640000000000001,6.0,0.8740000000000001,3.0,0.8759999999999999,2.0,solid_angle,1,SPE
x72data,GNB,0.9200000000000002,2.0,0.916,5.5,0.9200000000000002,2.0,0.9200000000000002,2.0,0.912,7.0,0.916,5.5,0.9179999999999999,4.0,solid_angle,1,SPE
x71data,GNB,0.8480000000000001,3.0,0.85,2.0,0.8619999999999999,1.0,0.8299999999999998,5.5,0.8299999999999998,5.5,0.746,7.0,0.8459999999999999,4.0,solid_angle,1,SPE
x70data,GNB,0.6779999999999999,3.0,0.6759999999999999,4.0,0.6519999999999999,6.0,0.6980000000000001,1.5,0.698,1.5,0.64,7.0,0.6679999999999999,5.0,solid_angle,1,SPE
x69data,GNB,0.7020000000000001,5.0,0.7140000000000001,3.0,0.6940000000000001,6.0,0.76,2.0,0.772,1.0,0.6699999999999999,7.0,0.71,4.0,solid_angle,1,SPE
x68data,GNB,0.708,4.0,0.7959999999999999,2.0,0.758,3.0,0.5780000000000001,7.0,0.596,6.0,0.6859999999999999,5.0,0.8400000000000001,1.0,solid_angle,1,SPE
x66data,GNB,0.716,6.5,0.718,4.5,0.716,6.5,0.718,4.5,0.76,2.0,0.7759999999999999,1.0,0.7559999999999999,3.0,solid_angle,1,SPE
x65data,GNB,0.7819999999999999,2.5,0.7819999999999999,2.5,0.7879999999999999,1.0,0.7659999999999999,6.0,0.748,7.0,0.7779999999999999,5.0,0.78,4.0,solid_angle,1,SPE
x64data,GNB,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,solid_angle,1,SPE
x63data,GNB,0.472,6.0,0.5960000000000001,1.0,0.584,3.0,0.5519999999999999,5.0,0.588,2.0,0.39799999999999996,7.0,0.5820000000000001,4.0,solid_angle,1,SPE
x60data,GNB,0.6920000000000001,6.0,0.708,3.5,0.716,1.0,0.71,2.0,0.708,3.5,0.4640000000000001,7.0,0.706,5.0,solid_angle,1,SPE
x50data,GNB,0.91,1.5,0.91,1.5,0.8879999999999999,4.5,0.8879999999999999,4.5,0.8879999999999999,4.5,0.8879999999999999,4.5,0.8859999999999999,7.0,solid_angle,1,SPE
x4data,GNB,0.628,2.5,0.63,1.0,0.454,5.0,0.332,6.5,0.332,6.5,0.624,4.0,0.628,2.5,solid_angle,1,SPE
x48data,GNB,0.976,2.5,0.9540000000000001,4.0,0.952,6.0,0.952,6.0,0.952,6.0,0.976,2.5,0.994,1.0,solid_angle,1,SPE
x45data,GNB,0.568,4.0,0.568,4.0,0.616,1.0,0.568,4.0,0.5660000000000001,7.0,0.568,4.0,0.568,4.0,solid_angle,1,SPE
x39data,GNB,0.954,4.0,0.954,4.0,0.954,4.0,0.74,7.0,0.898,6.0,0.994,1.0,0.988,2.0,solid_angle,1,SPE
x38data,GNB,0.8560000000000001,5.0,0.952,1.0,0.904,4.0,0.5740000000000001,7.0,0.76,6.0,0.95,2.0,0.946,3.0,solid_angle,1,SPE
x35data,GNB,0.992,3.5,0.992,3.5,0.992,3.5,0.976,7.0,0.984,6.0,1.0,1.0,0.992,3.5,solid_angle,1,SPE
x32data,GNB,0.7540000000000001,5.0,0.86,3.0,0.86,3.0,0.6100000000000001,6.0,0.5800000000000001,7.0,0.86,3.0,0.9,1.0,solid_angle,1,SPE
x31data,GNB,0.86,2.0,0.8640000000000001,1.0,0.8540000000000001,3.0,0.8340000000000001,5.0,0.85,4.0,0.79,7.0,0.818,6.0,solid_angle,1,SPE
x30data,GNB,0.858,5.0,0.8560000000000001,6.0,0.8720000000000001,4.0,0.8960000000000001,1.0,0.8780000000000001,3.0,0.726,7.0,0.882,2.0,solid_angle,1,SPE
