DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,SGD,0.946,2.0,0.948,1.0,0.938,7.0,0.9440000000000002,4.0,0.94,6.0,0.9440000000000002,4.0,0.944,4.0,area_volume_ratio,1,PRE
x80data,SGD,0.85,7.0,0.93,2.0,0.914,6.0,0.922,4.0,0.9399999999999998,1.0,0.9179999999999999,5.0,0.924,3.0,area_volume_ratio,1,PRE
x7data,SGD,0.922,6.5,0.97,1.0,0.942,5.0,0.95,3.5,0.9640000000000001,2.0,0.922,6.5,0.95,3.5,area_volume_ratio,1,PRE
x79data,SGD,0.9279999999999999,4.5,0.932,1.5,0.9280000000000002,4.5,0.932,1.5,0.9260000000000002,7.0,0.9280000000000002,4.5,0.9279999999999999,4.5,area_volume_ratio,1,PRE
x78data,SGD,0.6040000000000001,6.0,0.7380000000000001,3.0,0.5900000000000001,7.0,0.8860000000000001,2.0,0.696,5.0,0.892,1.0,0.71,4.0,area_volume_ratio,1,PRE
x76data,SGD,0.916,5.0,0.9200000000000002,3.5,0.9260000000000002,1.5,0.91,6.0,0.92,3.5,0.9,7.0,0.9259999999999999,1.5,area_volume_ratio,1,PRE
x75data,SGD,0.948,3.5,0.968,2.0,0.906,7.0,0.9179999999999999,6.0,0.948,3.5,0.978,1.0,0.924,5.0,area_volume_ratio,1,PRE
x74data,SGD,0.772,7.0,0.94,4.0,0.958,2.0,0.972,1.0,0.9559999999999998,3.0,0.934,5.0,0.93,6.0,area_volume_ratio,1,PRE
x73data,SGD,0.884,7.0,0.9,2.0,0.89,6.0,0.912,1.0,0.898,3.5,0.898,3.5,0.892,5.0,area_volume_ratio,1,PRE
x72data,SGD,0.792,7.0,0.8379999999999999,4.0,0.858,1.0,0.85,3.0,0.818,6.0,0.836,5.0,0.8559999999999999,2.0,area_volume_ratio,1,PRE
x71data,SGD,0.8300000000000001,1.0,0.732,2.0,0.21600000000000005,7.0,0.726,3.0,0.708,4.0,0.67,5.0,0.542,6.0,area_volume_ratio,1,PRE
x70data,SGD,0.634,5.0,0.708,1.0,0.6920000000000001,2.0,0.6659999999999999,3.0,0.624,6.0,0.66,4.0,0.486,7.0,area_volume_ratio,1,PRE
x69data,SGD,0.536,7.0,0.636,2.5,0.5800000000000001,5.0,0.6100000000000001,4.0,0.5539999999999999,6.0,0.6859999999999999,1.0,0.6360000000000001,2.5,area_volume_ratio,1,PRE
x68data,SGD,0.528,7.0,0.672,5.0,0.7220000000000001,4.0,0.728,2.0,0.738,1.0,0.7240000000000001,3.0,0.532,6.0,area_volume_ratio,1,PRE
x66data,SGD,0.75,3.5,0.7440000000000001,5.5,0.758,2.0,0.732,7.0,0.75,3.5,0.762,1.0,0.7440000000000001,5.5,area_volume_ratio,1,PRE
x65data,SGD,0.4480000000000001,6.0,0.52,4.0,0.7260000000000001,1.0,0.53,3.0,0.378,7.0,0.5880000000000001,2.0,0.4940000000000001,5.0,area_volume_ratio,1,PRE
x64data,SGD,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,area_volume_ratio,1,PRE
x63data,SGD,0.462,7.0,0.55,4.5,0.508,6.0,0.62,2.0,0.55,4.5,0.6459999999999999,1.0,0.5559999999999999,3.0,area_volume_ratio,1,PRE
x60data,SGD,0.35200000000000004,6.0,0.35600000000000004,2.5,0.35600000000000004,2.5,0.35600000000000004,2.5,0.35200000000000004,6.0,0.35200000000000004,6.0,0.35600000000000004,2.5,area_volume_ratio,1,PRE
x50data,SGD,0.96,7.0,0.978,1.5,0.9759999999999998,4.0,0.978,1.5,0.976,4.0,0.976,4.0,0.9740000000000001,6.0,area_volume_ratio,1,PRE
x4data,SGD,0.948,4.0,0.956,1.0,0.924,5.0,0.906,6.0,0.898,7.0,0.9540000000000001,2.5,0.9540000000000001,2.5,area_volume_ratio,1,PRE
x48data,SGD,0.9599999999999996,7.0,0.98,2.5,0.982,1.0,0.98,2.5,0.978,5.0,0.978,5.0,0.978,5.0,area_volume_ratio,1,PRE
x45data,SGD,0.968,1.0,0.9640000000000001,2.0,0.9620000000000001,3.5,0.954,6.5,0.96,5.0,0.954,6.5,0.962,3.5,area_volume_ratio,1,PRE
x39data,SGD,0.9399999999999998,7.0,0.976,2.5,0.978,1.0,0.976,2.5,0.968,5.5,0.972,4.0,0.968,5.5,area_volume_ratio,1,PRE
x38data,SGD,0.8959999999999999,7.0,0.974,3.0,0.97,4.0,0.978,1.0,0.968,5.0,0.958,6.0,0.976,2.0,area_volume_ratio,1,PRE
x35data,SGD,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,0.988,7.0,area_volume_ratio,1,PRE
x32data,SGD,0.946,6.0,0.956,2.5,0.962,1.0,0.952,4.0,0.956,2.5,0.944,7.0,0.95,5.0,area_volume_ratio,1,PRE
x31data,SGD,0.8560000000000001,7.0,0.91,4.5,0.9200000000000002,2.0,0.922,1.0,0.91,4.5,0.912,3.0,0.8939999999999999,6.0,area_volume_ratio,1,PRE
x30data,SGD,0.95,1.0,0.948,2.0,0.938,4.5,0.9200000000000002,7.0,0.94,3.0,0.938,4.5,0.9359999999999999,6.0,area_volume_ratio,1,PRE
x20data,SGD,0.93,7.0,0.946,3.0,0.946,3.0,0.946,3.0,0.946,3.0,0.946,3.0,0.942,6.0,area_volume_ratio,1,PRE
x1data,SGD,0.8320000000000001,7.0,0.93,2.0,0.922,4.0,0.93,2.0,0.93,2.0,0.92,5.0,0.9,6.0,area_volume_ratio,1,PRE
x18data,SGD,0.9179999999999999,4.0,0.742,5.0,0.93,3.0,0.942,1.0,0.932,2.0,0.5579999999999999,7.0,0.7380000000000001,6.0,area_volume_ratio,1,PRE
appendicitis,SGD,0.7659999999999999,6.0,0.78,5.0,0.8099999999999999,3.0,0.7860000000000001,4.0,0.7340000000000001,7.0,0.8340000000000001,2.0,0.8740000000000001,1.0,area_volume_ratio,1,PRE
autoUniv-au1-1000,SGD,0.6839999999999999,4.0,0.7,1.0,0.674,6.0,0.632,7.0,0.6920000000000001,2.5,0.68,5.0,0.6920000000000001,2.5,area_volume_ratio,1,PRE
climate-simulation-craches,SGD,0.836,7.0,0.8779999999999999,1.5,0.86,4.0,0.8779999999999999,1.5,0.85,5.0,0.868,3.0,0.8380000000000001,6.0,area_volume_ratio,1,PRE
colon32,SGD,0.5559999999999999,7.0,0.7659999999999999,4.0,0.7020000000000001,6.0,0.8640000000000001,2.0,0.748,5.0,0.8539999999999999,3.0,0.8800000000000001,1.0,area_volume_ratio,1,PRE
fertility-diagnosis,SGD,0.8059999999999999,2.0,0.804,3.0,0.82,1.0,0.7699999999999999,5.0,0.79,4.0,0.7619999999999999,6.0,0.626,7.0,area_volume_ratio,1,PRE
habermans-survival,SGD,0.486,5.0,0.5920000000000001,4.0,0.696,1.0,0.38,7.0,0.46799999999999997,6.0,0.6559999999999999,3.0,0.6859999999999999,2.0,area_volume_ratio,1,PRE
indian-liver-patient,SGD,0.6779999999999999,2.0,0.594,5.0,0.6439999999999999,3.0,0.586,6.0,0.602,4.0,0.5660000000000001,7.0,0.68,1.0,area_volume_ratio,1,PRE
ionosphere,SGD,0.912,6.0,0.922,3.5,0.93,1.0,0.8739999999999999,7.0,0.92,5.0,0.922,3.5,0.9279999999999999,2.0,area_volume_ratio,1,PRE
lsvt-voice-rehabilitation,SGD,0.382,5.0,0.514,1.5,0.512,3.0,0.3720000000000001,6.0,0.514,1.5,0.31000000000000005,7.0,0.384,4.0,area_volume_ratio,1,PRE
