DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,MLP,0.97,2.5,0.97,2.5,0.968,4.5,0.966,6.5,0.968,4.5,0.972,1.0,0.966,6.5,solid_angle,1,PRE
x80data,MLP,0.904,7.0,0.942,1.0,0.94,2.0,0.9359999999999999,4.0,0.934,5.5,0.938,3.0,0.934,5.5,solid_angle,1,PRE
x7data,MLP,0.944,7.0,0.98,2.0,0.98,2.0,0.978,4.0,0.976,5.0,0.98,2.0,0.966,6.0,solid_angle,1,PRE
x79data,MLP,0.9359999999999999,7.0,0.9479999999999998,2.0,0.944,5.0,0.946,4.0,0.9479999999999998,2.0,0.948,2.0,0.942,6.0,solid_angle,1,PRE
x78data,MLP,0.748,7.0,0.9640000000000001,1.0,0.9600000000000002,2.5,0.96,2.5,0.932,6.0,0.958,4.0,0.952,5.0,solid_angle,1,PRE
x76data,MLP,0.908,7.0,0.938,6.0,0.946,1.5,0.946,1.5,0.9420000000000002,4.0,0.9420000000000002,4.0,0.942,4.0,solid_angle,1,PRE
x75data,MLP,0.916,7.0,0.996,1.5,0.992,3.0,0.972,5.0,0.966,6.0,0.996,1.5,0.984,4.0,solid_angle,1,PRE
x74data,MLP,0.92,7.0,0.996,1.5,0.988,3.0,0.98,5.0,0.97,6.0,0.996,1.5,0.984,4.0,solid_angle,1,PRE
x73data,MLP,0.8879999999999999,7.0,0.8939999999999999,4.0,0.8959999999999999,2.0,0.8939999999999999,4.0,0.8939999999999999,4.0,0.892,6.0,0.902,1.0,solid_angle,1,PRE
x72data,MLP,0.868,7.0,0.95,1.0,0.946,2.5,0.946,2.5,0.9359999999999999,6.0,0.942,4.0,0.94,5.0,solid_angle,1,PRE
x71data,MLP,0.58,7.0,0.908,4.0,0.914,3.0,0.9280000000000002,1.0,0.916,2.0,0.904,5.5,0.904,5.5,solid_angle,1,PRE
