DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,GNB,0.784,5.0,0.8079999999999999,4.0,0.8360000000000001,3.0,0.868,1.0,0.8639999999999999,2.0,0.78,6.0,aspect_ratio,9,SPE
x80data,GNB,0.884,6.0,0.9359999999999999,1.5,0.934,3.0,0.9079999999999998,5.0,0.932,4.0,0.9359999999999999,1.5,aspect_ratio,9,SPE
x7data,GNB,0.504,2.0,0.504,2.0,0.502,4.0,0.4819999999999999,5.5,0.4819999999999999,5.5,0.504,2.0,aspect_ratio,9,SPE
x79data,GNB,0.904,3.0,0.908,2.0,0.902,4.0,0.8960000000000001,5.0,0.89,6.0,0.9259999999999999,1.0,aspect_ratio,9,SPE
x78data,GNB,0.882,2.5,0.884,1.0,0.882,2.5,0.8539999999999999,4.5,0.8539999999999999,4.5,0.8240000000000001,6.0,aspect_ratio,9,SPE
x76data,GNB,0.898,3.0,0.912,1.0,0.906,2.0,0.884,5.0,0.8620000000000001,6.0,0.8939999999999999,4.0,aspect_ratio,9,SPE
x75data,GNB,0.998,1.0,0.996,2.5,0.992,5.0,0.994,4.0,0.982,6.0,0.996,2.5,aspect_ratio,9,SPE
x74data,GNB,1.0,1.0,0.996,4.0,0.996,4.0,0.996,4.0,0.992,6.0,0.998,2.0,aspect_ratio,9,SPE
x73data,GNB,0.868,2.5,0.858,6.0,0.8860000000000001,1.0,0.866,4.0,0.8640000000000001,5.0,0.868,2.5,aspect_ratio,9,SPE
x72data,GNB,0.9200000000000002,3.0,0.916,5.0,0.9200000000000002,3.0,0.9200000000000002,3.0,0.912,6.0,0.922,1.0,aspect_ratio,9,SPE
x71data,GNB,0.8480000000000001,3.0,0.85,2.0,0.8619999999999999,1.0,0.8299999999999998,5.5,0.8299999999999998,5.5,0.836,4.0,aspect_ratio,9,SPE
x70data,GNB,0.6779999999999999,4.0,0.6759999999999999,5.0,0.6519999999999999,6.0,0.6980000000000001,1.5,0.698,1.5,0.68,3.0,aspect_ratio,9,SPE
x69data,GNB,0.7020000000000001,5.0,0.7140000000000001,4.0,0.6940000000000001,6.0,0.76,2.0,0.772,1.0,0.716,3.0,aspect_ratio,9,SPE
x68data,GNB,0.708,3.0,0.7959999999999999,1.0,0.758,2.0,0.5780000000000001,5.0,0.596,4.0,0.51,6.0,aspect_ratio,9,SPE
x66data,GNB,0.716,5.5,0.718,3.5,0.716,5.5,0.718,3.5,0.76,1.0,0.758,2.0,aspect_ratio,9,SPE
x65data,GNB,0.7819999999999999,3.5,0.7819999999999999,3.5,0.7879999999999999,1.5,0.7659999999999999,5.0,0.748,6.0,0.7879999999999999,1.5,aspect_ratio,9,SPE
x64data,GNB,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,aspect_ratio,9,SPE
x63data,GNB,0.472,6.0,0.5960000000000001,1.0,0.584,3.0,0.5519999999999999,4.0,0.588,2.0,0.518,5.0,aspect_ratio,9,SPE
x60data,GNB,0.6920000000000001,5.0,0.708,3.5,0.716,1.0,0.71,2.0,0.708,3.5,0.6900000000000001,6.0,aspect_ratio,9,SPE
x50data,GNB,0.91,2.5,0.91,2.5,0.8879999999999999,5.0,0.8879999999999999,5.0,0.8879999999999999,5.0,0.914,1.0,aspect_ratio,9,SPE
x4data,GNB,0.628,3.0,0.63,1.5,0.454,4.0,0.332,5.5,0.332,5.5,0.6300000000000001,1.5,aspect_ratio,9,SPE
x48data,GNB,0.976,2.0,0.9540000000000001,3.0,0.952,5.0,0.952,5.0,0.952,5.0,1.0,1.0,aspect_ratio,9,SPE
