DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,RF,0.882,7.0,0.9179999999999999,4.0,0.924,1.0,0.916,6.0,0.9179999999999999,4.0,0.9179999999999999,4.0,0.922,2.0,area_volume_ratio,4,SPE
x80data,RF,0.534,7.0,0.6359999999999999,5.0,0.636,5.0,0.6359999999999999,5.0,0.764,2.0,0.8379999999999999,1.0,0.7620000000000001,3.0,area_volume_ratio,4,SPE
x7data,RF,0.7759999999999999,7.0,0.8160000000000001,5.5,0.8160000000000001,5.5,0.836,3.0,0.8560000000000001,2.0,0.916,1.0,0.8340000000000001,4.0,area_volume_ratio,4,SPE
x79data,RF,0.728,7.0,0.794,5.0,0.7939999999999999,5.0,0.8160000000000001,3.0,0.86,1.5,0.794,5.0,0.86,1.5,area_volume_ratio,4,SPE
x78data,RF,0.914,2.0,0.884,6.5,0.914,2.0,0.914,2.0,0.884,6.5,0.912,4.0,0.91,5.0,area_volume_ratio,4,SPE
x76data,RF,0.774,7.0,0.85,4.0,0.8859999999999999,2.0,0.79,6.0,0.82,5.0,0.898,1.0,0.866,3.0,area_volume_ratio,4,SPE
x75data,RF,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,0.998,6.5,1.0,3.0,0.998,6.5,area_volume_ratio,4,SPE
x74data,RF,1.0,1.0,0.976,6.0,0.998,3.0,0.976,6.0,0.976,6.0,0.998,3.0,0.998,3.0,area_volume_ratio,4,SPE
x73data,RF,0.8160000000000001,7.0,0.8420000000000001,6.0,0.8699999999999999,4.0,0.8720000000000001,3.0,0.868,5.0,0.8740000000000001,2.0,0.8800000000000001,1.0,area_volume_ratio,4,SPE
x72data,RF,0.948,7.0,0.96,5.5,0.972,2.5,0.96,5.5,0.972,2.5,0.966,4.0,0.9760000000000002,1.0,area_volume_ratio,4,SPE
x71data,RF,0.912,5.5,0.914,4.0,0.9179999999999999,3.0,0.884,7.0,0.912,5.5,0.942,1.5,0.942,1.5,area_volume_ratio,4,SPE
