DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,SGD,0.942,1.5,0.9420000000000002,1.5,0.912,6.0,0.9280000000000002,4.5,0.898,7.0,0.94,3.0,0.9279999999999999,4.5,min_solid_angle,4,F1
x80data,SGD,0.868,4.5,0.858,6.5,0.868,4.5,0.858,6.5,0.8920000000000001,2.0,0.8779999999999999,3.0,0.914,1.0,min_solid_angle,4,F1
x7data,SGD,0.916,3.0,0.9600000000000002,1.0,0.8739999999999999,6.0,0.92,2.0,0.8759999999999999,5.0,0.8480000000000001,7.0,0.912,4.0,min_solid_angle,4,F1
x79data,SGD,0.9179999999999999,1.0,0.892,5.0,0.8959999999999999,3.5,0.884,6.0,0.8800000000000001,7.0,0.8960000000000001,3.5,0.912,2.0,min_solid_angle,4,F1
x78data,SGD,0.652,6.0,0.7499999999999999,4.0,0.5940000000000001,7.0,0.908,1.0,0.722,5.0,0.9,2.0,0.8780000000000001,3.0,min_solid_angle,4,F1
x76data,SGD,0.8740000000000001,5.0,0.902,2.0,0.904,1.0,0.892,3.0,0.8379999999999999,7.0,0.8859999999999999,4.0,0.8700000000000001,6.0,min_solid_angle,4,F1
x75data,SGD,0.7879999999999999,6.0,0.96,3.0,0.91,4.0,0.75,7.0,0.7939999999999999,5.0,0.978,1.0,0.972,2.0,min_solid_angle,4,F1
x74data,SGD,0.7700000000000001,6.0,0.736,7.0,0.9440000000000002,2.0,0.966,1.0,0.942,3.0,0.772,5.0,0.8219999999999998,4.0,min_solid_angle,4,F1
x73data,SGD,0.858,4.0,0.8539999999999999,5.5,0.8380000000000001,7.0,0.8859999999999999,1.0,0.884,2.0,0.8539999999999999,5.5,0.8780000000000001,3.0,min_solid_angle,4,F1
x72data,SGD,0.6719999999999999,7.0,0.7859999999999999,1.0,0.7440000000000001,4.0,0.73,5.0,0.7120000000000001,6.0,0.782,3.0,0.784,2.0,min_solid_angle,4,F1
