DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,MLP,0.97,3.0,0.97,3.0,0.966,5.0,0.96,6.0,0.9559999999999998,7.0,0.972,1.0,0.97,3.0,solid_angle,9,F1
x80data,MLP,0.898,6.0,0.9259999999999999,1.0,0.9200000000000002,3.0,0.914,4.0,0.89,7.0,0.922,2.0,0.906,5.0,solid_angle,9,F1
x7data,MLP,0.93,7.0,0.978,3.5,0.978,3.5,0.978,3.5,0.972,6.0,0.978,3.5,0.982,1.0,solid_angle,9,F1
x79data,MLP,0.9359999999999999,5.0,0.944,1.0,0.938,3.0,0.9359999999999999,5.0,0.9260000000000002,7.0,0.9359999999999999,5.0,0.94,2.0,solid_angle,9,F1
x78data,MLP,0.8059999999999999,7.0,0.9600000000000002,1.5,0.9600000000000002,1.5,0.948,5.0,0.942,6.0,0.952,4.0,0.956,3.0,solid_angle,9,F1
x76data,MLP,0.908,7.0,0.924,5.0,0.934,1.0,0.93,2.0,0.9259999999999999,3.5,0.9259999999999999,3.5,0.922,6.0,solid_angle,9,F1
x75data,MLP,0.8800000000000001,7.0,0.996,2.0,0.992,4.0,0.968,5.0,0.96,6.0,0.996,2.0,0.996,2.0,solid_angle,9,F1
x74data,MLP,0.8859999999999999,7.0,0.996,2.0,0.988,4.0,0.978,5.0,0.9640000000000001,6.0,0.996,2.0,0.996,2.0,solid_angle,9,F1
x73data,MLP,0.8879999999999999,2.0,0.8859999999999999,3.0,0.8800000000000001,5.0,0.8759999999999999,6.0,0.866,7.0,0.884,4.0,0.89,1.0,solid_angle,9,F1
x72data,MLP,0.868,7.0,0.944,2.0,0.94,4.0,0.9440000000000002,2.0,0.93,6.0,0.932,5.0,0.9440000000000002,2.0,solid_angle,9,F1
x71data,MLP,0.66,7.0,0.904,4.0,0.908,2.5,0.916,1.0,0.908,2.5,0.902,5.5,0.902,5.5,solid_angle,9,F1
x70data,MLP,0.648,7.0,0.7440000000000001,2.0,0.7380000000000001,3.0,0.732,6.0,0.736,4.0,0.7340000000000001,5.0,0.748,1.0,solid_angle,9,F1
x69data,MLP,0.688,7.0,0.742,4.0,0.7380000000000001,6.0,0.75,2.0,0.752,1.0,0.74,5.0,0.7459999999999999,3.0,solid_angle,9,F1
x68data,MLP,0.8380000000000001,7.0,0.946,1.5,0.938,6.0,0.9440000000000002,3.5,0.94,5.0,0.9440000000000002,3.5,0.946,1.5,solid_angle,9,F1
x66data,MLP,0.75,3.5,0.748,5.0,0.75,3.5,0.736,7.0,0.7440000000000001,6.0,0.758,2.0,0.764,1.0,solid_angle,9,F1
x65data,MLP,0.5379999999999999,4.5,0.5379999999999999,4.5,0.5379999999999999,4.5,0.5379999999999999,4.5,0.5900000000000001,1.0,0.5379999999999999,4.5,0.5379999999999999,4.5,solid_angle,9,F1
