DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,MLP,0.8079999999999999,6.0,0.904,3.0,0.9179999999999999,1.0,0.9,4.0,0.914,2.0,0.8700000000000001,5.0,area,1,IBA
x80data,MLP,0.374,6.0,0.7959999999999999,1.0,0.7899999999999999,2.0,0.7820000000000001,4.0,0.7879999999999999,3.0,0.7739999999999999,5.0,area,1,IBA
x7data,MLP,0.3720000000000001,6.0,0.924,1.0,0.902,3.0,0.8859999999999999,4.0,0.912,2.0,0.63,5.0,area,1,IBA
x79data,MLP,0.6220000000000001,6.0,0.8220000000000001,3.0,0.7979999999999999,5.0,0.8280000000000001,2.0,0.852,1.0,0.818,4.0,area,1,IBA
x78data,MLP,0.0,6.0,0.8480000000000001,2.0,0.8240000000000001,3.0,0.758,4.0,0.726,5.0,0.89,1.0,area,1,IBA
x76data,MLP,0.626,6.0,0.82,4.0,0.86,1.0,0.858,2.0,0.85,3.0,0.7959999999999999,5.0,area,1,IBA
x75data,MLP,0.414,6.0,0.994,1.0,0.968,2.0,0.8740000000000001,4.0,0.884,3.0,0.8239999999999998,5.0,area,1,IBA
x74data,MLP,0.446,6.0,0.994,1.0,0.962,2.0,0.8880000000000001,3.0,0.8700000000000001,4.0,0.85,5.0,area,1,IBA
x73data,MLP,0.6900000000000001,6.0,0.736,4.5,0.7440000000000001,3.0,0.75,1.5,0.75,1.5,0.736,4.5,area,1,IBA
x72data,MLP,0.61,6.0,0.89,2.0,0.882,3.0,0.8779999999999999,4.0,0.8640000000000001,5.0,0.912,1.0,area,1,IBA
x71data,MLP,0.0,6.0,0.7499999999999999,5.0,0.772,3.5,0.8160000000000001,1.0,0.7859999999999999,2.0,0.772,3.5,area,1,IBA
x70data,MLP,0.018000000000000002,6.0,0.4920000000000001,1.0,0.4400000000000001,4.0,0.466,2.0,0.454,3.0,0.434,5.0,area,1,IBA
x69data,MLP,0.132,6.0,0.47,4.0,0.4480000000000001,5.0,0.48,2.0,0.48200000000000004,1.0,0.474,3.0,area,1,IBA
x68data,MLP,0.518,6.0,0.884,3.5,0.8720000000000001,5.0,0.884,3.5,0.892,2.0,0.898,1.0,area,1,IBA
x66data,MLP,0.396,6.0,0.4980000000000001,3.0,0.494,4.0,0.506,2.0,0.5279999999999999,1.0,0.474,5.0,area,1,IBA
x65data,MLP,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.182,1.0,0.0,4.0,area,1,IBA
x64data,MLP,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,area,1,IBA
x63data,MLP,0.25,6.0,0.466,1.0,0.46399999999999997,2.0,0.446,4.0,0.452,3.0,0.43,5.0,area,1,IBA
x60data,MLP,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,area,1,IBA
x50data,MLP,0.0,6.0,0.72,5.0,0.732,4.0,0.7579999999999999,2.5,0.7679999999999999,1.0,0.758,2.5,area,1,IBA
x4data,MLP,0.978,6.0,0.988,2.5,0.996,1.0,0.984,5.0,0.988,2.5,0.986,4.0,area,1,IBA
x48data,MLP,0.33799999999999997,6.0,0.8420000000000001,4.5,0.8420000000000001,4.5,0.8779999999999999,2.0,0.902,1.0,0.8480000000000001,3.0,area,1,IBA
x45data,MLP,0.466,6.0,0.6040000000000001,2.0,0.608,1.0,0.508,5.0,0.5559999999999999,4.0,0.5599999999999999,3.0,area,1,IBA
x39data,MLP,0.528,6.0,0.978,1.5,0.978,1.5,0.9540000000000001,3.0,0.9359999999999999,5.0,0.9419999999999998,4.0,area,1,IBA
x38data,MLP,0.42,6.0,0.8399999999999999,2.0,0.8379999999999999,3.0,0.836,4.0,0.8220000000000001,5.0,0.884,1.0,area,1,IBA
x35data,MLP,0.992,2.5,0.992,2.5,0.984,5.5,0.992,2.5,0.992,2.5,0.984,5.5,area,1,IBA
x32data,MLP,0.836,6.0,0.94,5.0,0.9940000000000001,2.0,0.986,3.0,0.996,1.0,0.972,4.0,area,1,IBA
x31data,MLP,0.20800000000000002,6.0,0.6460000000000001,1.5,0.6119999999999999,5.0,0.6260000000000001,3.0,0.618,4.0,0.6460000000000001,1.5,area,1,IBA
x30data,MLP,0.5660000000000001,6.0,0.758,5.0,0.8100000000000002,3.0,0.8239999999999998,2.0,0.828,1.0,0.764,4.0,area,1,IBA
x20data,MLP,0.006,6.0,0.51,1.0,0.422,4.0,0.502,3.0,0.504,2.0,0.35600000000000004,5.0,area,1,IBA
x1data,MLP,0.43,6.0,0.7879999999999999,1.0,0.782,2.0,0.768,4.0,0.7739999999999999,3.0,0.764,5.0,area,1,IBA
x18data,MLP,0.0,6.0,0.774,1.0,0.5820000000000001,4.0,0.6839999999999999,3.0,0.7060000000000001,2.0,0.46399999999999997,5.0,area,1,IBA
appendicitis,MLP,0.32799999999999996,6.0,0.506,3.0,0.438,5.0,0.5599999999999999,1.0,0.542,2.0,0.4800000000000001,4.0,area,1,IBA
autoUniv-au1-1000,MLP,0.252,6.0,0.324,3.0,0.31199999999999994,4.0,0.35,1.0,0.326,2.0,0.3,5.0,area,1,IBA
climate-simulation-craches,MLP,0.0,5.5,0.5539999999999999,1.0,0.192,4.0,0.546,2.0,0.42,3.0,0.0,5.5,area,1,IBA
colon32,MLP,0.742,5.5,0.742,5.5,0.75,4.0,0.79,1.5,0.79,1.5,0.77,3.0,area,1,IBA
fertility-diagnosis,MLP,0.0,6.0,0.172,3.5,0.262,1.0,0.172,3.5,0.238,2.0,0.05,5.0,area,1,IBA
habermans-survival,MLP,0.132,5.0,0.284,3.0,0.32199999999999995,1.0,0.11600000000000002,6.0,0.19,4.0,0.28600000000000003,2.0,area,1,IBA
indian-liver-patient,MLP,0.096,6.0,0.39,3.0,0.388,4.0,0.398,2.0,0.4,1.0,0.354,5.0,area,1,IBA
ionosphere,MLP,0.8340000000000001,4.0,0.8320000000000001,5.0,0.8480000000000001,2.0,0.8460000000000001,3.0,0.8300000000000001,6.0,0.858,1.0,area,1,IBA
lsvt-voice-rehabilitation,MLP,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,0.0,3.5,area,1,IBA
ozone-eighthr,MLP,0.0,6.0,0.6559999999999999,1.0,0.5479999999999999,5.0,0.6439999999999999,2.0,0.642,3.0,0.562,4.0,area,1,IBA
ozone-onehr,MLP,0.0,6.0,0.7,1.0,0.43200000000000005,5.0,0.648,3.0,0.6639999999999999,2.0,0.488,4.0,area,1,IBA
parkinsons,MLP,0.0,6.0,0.2220000000000001,3.0,0.35,1.0,0.26,2.0,0.08,4.0,0.02,5.0,area,1,IBA
phoneme,MLP,0.66,6.0,0.71,2.0,0.72,1.0,0.706,3.5,0.7059999999999998,3.5,0.7,5.0,area,1,IBA
pima-indians-diabetes,MLP,0.2240000000000001,6.0,0.42200000000000004,3.0,0.442,1.0,0.436,2.0,0.418,4.0,0.41600000000000004,5.0,area,1,IBA
planning-relax,MLP,0.12,6.0,0.21,2.0,0.152,5.0,0.15999999999999998,3.0,0.23200000000000004,1.0,0.15800000000000006,4.0,area,1,IBA
qsar-biodegradation,MLP,0.6920000000000001,5.0,0.7120000000000001,1.0,0.7020000000000001,4.0,0.706,2.0,0.7040000000000001,3.0,0.6779999999999999,6.0,area,1,IBA
saheart,MLP,0.31399999999999995,6.0,0.4400000000000001,2.0,0.4199999999999999,4.0,0.4480000000000001,1.0,0.424,3.0,0.418,5.0,area,1,IBA
seismic-bumps,MLP,0.0,6.0,0.348,3.0,0.2280000000000001,4.0,0.418,1.0,0.406,2.0,0.07000000000000002,5.0,area,1,IBA
spambase,MLP,0.858,4.0,0.868,2.5,0.868,2.5,0.8699999999999999,1.0,0.8560000000000001,5.0,0.8539999999999999,6.0,area,1,IBA
spectf-heart,MLP,0.092,6.0,0.5439999999999999,4.0,0.55,3.0,0.556,2.0,0.5860000000000001,1.0,0.506,5.0,area,1,IBA
statlog-german-credit,MLP,0.0,6.0,0.35200000000000004,2.0,0.34600000000000003,3.5,0.364,1.0,0.34600000000000003,3.5,0.276,5.0,area,1,IBA
statlog-german-credit-numeric,MLP,0.444,6.0,0.53,1.0,0.512,4.0,0.52,3.0,0.522,2.0,0.502,5.0,area,1,IBA
thoracic-surgery,MLP,0.0,6.0,0.128,3.0,0.044000000000000004,4.0,0.172,1.0,0.16999999999999998,2.0,0.042,5.0,area,1,IBA
thyroid-hypothyroid,MLP,0.7959999999999999,6.0,0.906,5.0,0.916,3.0,0.92,1.5,0.92,1.5,0.908,4.0,area,1,IBA
thyroid-sick-euthyroid,MLP,0.5720000000000001,6.0,0.8640000000000001,2.0,0.8639999999999999,2.0,0.8640000000000001,2.0,0.8539999999999999,4.0,0.7060000000000001,5.0,area,1,IBA
vertebra-column-2c,MLP,0.6399999999999999,5.0,0.664,3.0,0.634,6.0,0.6799999999999999,2.0,0.7060000000000001,1.0,0.6540000000000001,4.0,area,1,IBA
wdbc,MLP,0.8140000000000001,6.0,0.8240000000000001,5.0,0.8400000000000001,1.0,0.8320000000000001,2.0,0.8300000000000001,3.5,0.8300000000000001,3.5,area,1,IBA
wholesale-channel,MLP,0.7340000000000001,6.0,0.7699999999999999,3.0,0.782,1.0,0.76,4.0,0.7779999999999999,2.0,0.7540000000000001,5.0,area,1,IBA
wilt,MLP,0.69,6.0,0.892,2.0,0.8880000000000001,3.0,0.884,4.0,0.898,1.0,0.8420000000000001,5.0,area,1,IBA
