DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,RF,0.974,1.5,0.974,1.5,0.972,3.0,0.97,4.0,0.9559999999999998,6.0,0.9640000000000001,5.0,min_solid_angle,4,REC
x80data,RF,0.924,1.0,0.908,3.5,0.904,5.0,0.916,2.0,0.908,3.5,0.9,6.0,min_solid_angle,4,REC
x7data,RF,0.968,2.0,0.9640000000000001,4.5,0.9640000000000001,4.5,0.974,1.0,0.966,3.0,0.9620000000000001,6.0,min_solid_angle,4,REC
x79data,RF,0.954,1.0,0.9479999999999998,3.0,0.946,4.0,0.952,2.0,0.9280000000000002,6.0,0.944,5.0,min_solid_angle,4,REC
x78data,RF,0.982,1.0,0.972,5.0,0.978,2.5,0.978,2.5,0.972,5.0,0.972,5.0,min_solid_angle,4,REC
x76data,RF,0.946,5.5,0.96,2.0,0.9620000000000001,1.0,0.948,4.0,0.946,5.5,0.952,3.0,min_solid_angle,4,REC
x75data,RF,1.0,2.5,1.0,2.5,1.0,2.5,1.0,2.5,0.986,5.0,0.982,6.0,min_solid_angle,4,REC
x74data,RF,0.996,1.0,0.992,3.0,0.99,5.0,0.992,3.0,0.992,3.0,0.98,6.0,min_solid_angle,4,REC
x73data,RF,0.91,1.0,0.9,5.0,0.904,4.0,0.908,2.5,0.89,6.0,0.908,2.5,min_solid_angle,4,REC
x72data,RF,0.962,4.5,0.972,1.0,0.9640000000000001,3.0,0.966,2.0,0.96,6.0,0.962,4.5,min_solid_angle,4,REC
x71data,RF,0.944,5.0,0.95,3.0,0.954,2.0,0.934,6.0,0.946,4.0,0.9600000000000002,1.0,min_solid_angle,4,REC
x70data,RF,0.78,1.5,0.764,5.5,0.7759999999999999,3.5,0.78,1.5,0.7759999999999999,3.5,0.764,5.5,min_solid_angle,4,REC
x69data,RF,0.784,5.5,0.784,5.5,0.7859999999999999,3.5,0.7879999999999999,2.0,0.7939999999999999,1.0,0.7860000000000001,3.5,min_solid_angle,4,REC
x68data,RF,0.968,6.0,0.978,2.5,0.98,1.0,0.978,2.5,0.9760000000000002,4.5,0.9760000000000002,4.5,min_solid_angle,4,REC
x66data,RF,0.768,1.0,0.758,3.0,0.7619999999999999,2.0,0.75,5.0,0.748,6.0,0.754,4.0,min_solid_angle,4,REC
x65data,RF,0.8200000000000001,3.0,0.8100000000000002,6.0,0.8340000000000001,1.0,0.8119999999999999,5.0,0.8160000000000001,4.0,0.8320000000000001,2.0,min_solid_angle,4,REC
x64data,RF,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,min_solid_angle,4,REC
x63data,RF,0.696,1.0,0.6839999999999999,3.0,0.6859999999999999,2.0,0.682,4.0,0.6779999999999999,6.0,0.6799999999999999,5.0,min_solid_angle,4,REC
x60data,RF,0.8160000000000001,1.5,0.7839999999999999,6.0,0.8100000000000002,3.0,0.8160000000000001,1.5,0.794,5.0,0.8059999999999999,4.0,min_solid_angle,4,REC
x50data,RF,0.982,1.0,0.972,4.5,0.9759999999999998,2.5,0.976,2.5,0.97,6.0,0.972,4.5,min_solid_angle,4,REC
x4data,RF,0.996,5.0,1.0,2.0,1.0,2.0,0.996,5.0,0.996,5.0,1.0,2.0,min_solid_angle,4,REC
x48data,RF,0.982,1.5,0.982,1.5,0.978,4.0,0.98,3.0,0.962,6.0,0.976,5.0,min_solid_angle,4,REC
x45data,RF,0.9759999999999998,1.0,0.954,5.0,0.966,3.0,0.954,5.0,0.954,5.0,0.9740000000000001,2.0,min_solid_angle,4,REC
x39data,RF,0.998,2.5,0.998,2.5,0.9940000000000001,5.0,1.0,1.0,0.996,4.0,0.99,6.0,min_solid_angle,4,REC
x38data,RF,0.984,1.5,0.984,1.5,0.976,4.5,0.982,3.0,0.974,6.0,0.976,4.5,min_solid_angle,4,REC
