DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,LRG,0.946,2.0,0.948,1.0,0.9440000000000002,3.0,0.9420000000000002,4.5,0.9420000000000002,4.5,0.938,6.0,radius_ratio,1,PRE
x80data,LRG,0.8,6.0,0.93,1.5,0.93,1.5,0.9259999999999999,4.0,0.924,5.0,0.9280000000000002,3.0,radius_ratio,1,PRE
x7data,LRG,0.93,1.0,0.912,4.5,0.914,3.0,0.9179999999999999,2.0,0.912,4.5,0.906,6.0,radius_ratio,1,PRE
x79data,LRG,0.8400000000000001,6.0,0.9279999999999999,4.5,0.932,2.0,0.932,2.0,0.932,2.0,0.9280000000000002,4.5,radius_ratio,1,PRE
x78data,LRG,0.748,3.5,0.748,3.5,0.748,3.5,0.748,3.5,0.748,3.5,0.748,3.5,radius_ratio,1,PRE
x76data,LRG,0.7440000000000001,6.0,0.9200000000000002,4.0,0.9239999999999998,1.5,0.924,1.5,0.922,3.0,0.9179999999999999,5.0,radius_ratio,1,PRE
x75data,LRG,0.7,6.0,0.924,1.5,0.916,3.0,0.8240000000000001,4.0,0.8200000000000001,5.0,0.924,1.5,radius_ratio,1,PRE
x74data,LRG,0.7,6.0,0.924,1.5,0.908,3.0,0.7799999999999999,4.5,0.7799999999999999,4.5,0.924,1.5,radius_ratio,1,PRE
x73data,LRG,0.8699999999999999,6.0,0.8759999999999999,5.0,0.8879999999999999,3.0,0.89,2.0,0.8939999999999999,1.0,0.8779999999999999,4.0,radius_ratio,1,PRE
x72data,LRG,0.78,6.0,0.812,4.0,0.8220000000000001,1.0,0.8180000000000002,3.0,0.8200000000000001,2.0,0.8059999999999999,5.0,radius_ratio,1,PRE
x71data,LRG,0.58,3.5,0.58,3.5,0.58,3.5,0.58,3.5,0.58,3.5,0.58,3.5,radius_ratio,1,PRE
x70data,LRG,0.56,6.0,0.716,1.0,0.7140000000000001,3.0,0.7140000000000001,3.0,0.7120000000000001,5.0,0.7140000000000001,3.0,radius_ratio,1,PRE
x69data,LRG,0.5539999999999999,6.0,0.6779999999999999,3.0,0.688,2.0,0.6380000000000001,4.0,0.6300000000000001,5.0,0.6920000000000001,1.0,radius_ratio,1,PRE
x68data,LRG,0.55,6.0,0.6980000000000001,4.0,0.6880000000000001,5.0,0.8020000000000002,2.0,0.794,3.0,0.8059999999999999,1.0,radius_ratio,1,PRE
x66data,LRG,0.72,6.0,0.7559999999999999,2.0,0.758,1.0,0.75,4.0,0.75,4.0,0.75,4.0,radius_ratio,1,PRE
x65data,LRG,0.4480000000000001,3.5,0.4480000000000001,3.5,0.4480000000000001,3.5,0.4480000000000001,3.5,0.4480000000000001,3.5,0.4480000000000001,3.5,radius_ratio,1,PRE
x64data,LRG,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,radius_ratio,1,PRE
x63data,LRG,0.5860000000000001,6.0,0.642,2.0,0.6519999999999999,1.0,0.6399999999999999,3.5,0.64,3.5,0.634,5.0,radius_ratio,1,PRE
x60data,LRG,0.41200000000000003,3.5,0.41200000000000003,3.5,0.41200000000000003,3.5,0.41200000000000003,3.5,0.41200000000000003,3.5,0.41200000000000003,3.5,radius_ratio,1,PRE
x50data,LRG,0.95,6.0,0.98,1.0,0.978,2.5,0.978,2.5,0.976,4.5,0.976,4.5,radius_ratio,1,PRE
x4data,LRG,0.9399999999999998,3.0,0.9540000000000001,1.0,0.9259999999999999,4.0,0.904,5.0,0.892,6.0,0.948,2.0,radius_ratio,1,PRE
x48data,LRG,0.942,6.0,0.98,3.0,0.98,3.0,0.98,3.0,0.98,3.0,0.98,3.0,radius_ratio,1,PRE
x45data,LRG,0.9200000000000002,6.0,0.972,1.0,0.966,2.5,0.9559999999999998,4.0,0.954,5.0,0.966,2.5,radius_ratio,1,PRE
x39data,LRG,0.8880000000000001,6.0,0.974,2.5,0.974,2.5,0.976,1.0,0.97,4.5,0.97,4.5,radius_ratio,1,PRE
x38data,LRG,0.882,6.0,0.976,1.0,0.974,2.0,0.97,3.0,0.9620000000000001,5.0,0.968,4.0,radius_ratio,1,PRE
x35data,LRG,0.996,6.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,radius_ratio,1,PRE
x32data,LRG,0.938,6.0,0.954,2.5,0.952,4.0,0.956,1.0,0.9540000000000001,2.5,0.946,5.0,radius_ratio,1,PRE
x31data,LRG,0.8160000000000001,6.0,0.914,4.0,0.922,1.0,0.916,2.5,0.916,2.5,0.904,5.0,radius_ratio,1,PRE
x30data,LRG,0.812,6.0,0.954,1.0,0.952,2.0,0.946,3.5,0.946,3.5,0.944,5.0,radius_ratio,1,PRE
x20data,LRG,0.93,6.0,0.946,2.5,0.946,2.5,0.946,2.5,0.946,2.5,0.9359999999999999,5.0,radius_ratio,1,PRE
x1data,LRG,0.8,6.0,0.9260000000000002,4.5,0.93,1.5,0.9279999999999999,3.0,0.9259999999999999,4.5,0.93,1.5,radius_ratio,1,PRE
x18data,LRG,0.9179999999999999,5.5,0.9279999999999999,2.0,0.922,4.0,0.9279999999999999,2.0,0.9279999999999999,2.0,0.9179999999999999,5.5,radius_ratio,1,PRE
appendicitis,LRG,0.648,6.0,0.85,1.0,0.7700000000000001,5.0,0.8480000000000001,2.0,0.7959999999999999,4.0,0.8280000000000001,3.0,radius_ratio,1,PRE
autoUniv-au1-1000,LRG,0.6540000000000001,6.0,0.7140000000000001,1.0,0.7120000000000001,2.0,0.706,4.0,0.708,3.0,0.6759999999999999,5.0,radius_ratio,1,PRE
climate-simulation-craches,LRG,0.836,5.5,0.858,2.0,0.836,5.5,0.858,2.0,0.858,2.0,0.8560000000000001,4.0,radius_ratio,1,PRE
colon32,LRG,0.858,6.0,0.8960000000000001,5.0,0.914,2.0,0.914,2.0,0.914,2.0,0.9,4.0,radius_ratio,1,PRE
fertility-diagnosis,LRG,0.774,6.0,0.836,1.0,0.8160000000000001,3.5,0.8240000000000001,2.0,0.8160000000000001,3.5,0.8140000000000001,5.0,radius_ratio,1,PRE
habermans-survival,LRG,0.5379999999999999,6.0,0.718,2.0,0.7200000000000001,1.0,0.7020000000000001,4.0,0.69,5.0,0.7140000000000001,3.0,radius_ratio,1,PRE
indian-liver-patient,LRG,0.508,6.0,0.6439999999999999,3.0,0.65,1.0,0.6459999999999999,2.0,0.64,4.0,0.636,5.0,radius_ratio,1,PRE
ionosphere,LRG,0.902,6.0,0.9280000000000002,4.0,0.93,1.5,0.93,1.5,0.9280000000000002,4.0,0.9280000000000002,4.0,radius_ratio,1,PRE
lsvt-voice-rehabilitation,LRG,0.4440000000000001,3.5,0.4440000000000001,3.5,0.4440000000000001,3.5,0.4440000000000001,3.5,0.4440000000000001,3.5,0.4440000000000001,3.5,radius_ratio,1,PRE
ozone-eighthr,LRG,0.8800000000000001,3.5,0.8800000000000001,3.5,0.8800000000000001,3.5,0.8800000000000001,3.5,0.8800000000000001,3.5,0.8800000000000001,3.5,radius_ratio,1,PRE
ozone-onehr,LRG,0.944,3.5,0.944,3.5,0.944,3.5,0.944,3.5,0.944,3.5,0.944,3.5,radius_ratio,1,PRE
parkinsons,LRG,0.5660000000000001,3.5,0.5660000000000001,3.5,0.5660000000000001,3.5,0.5660000000000001,3.5,0.5660000000000001,3.5,0.5660000000000001,3.5,radius_ratio,1,PRE
phoneme,LRG,0.752,6.0,0.7799999999999999,5.0,0.782,3.5,0.784,2.0,0.7879999999999999,1.0,0.782,3.5,radius_ratio,1,PRE
pima-indians-diabetes,LRG,0.5660000000000001,6.0,0.6500000000000001,1.0,0.6479999999999999,2.0,0.634,3.5,0.634,3.5,0.61,5.0,radius_ratio,1,PRE
planning-relax,LRG,0.508,6.0,0.568,2.0,0.536,3.5,0.536,3.5,0.5760000000000001,1.0,0.524,5.0,radius_ratio,1,PRE
qsar-biodegradation,LRG,0.7619999999999999,6.0,0.82,3.5,0.826,2.0,0.8300000000000001,1.0,0.82,3.5,0.8140000000000001,5.0,radius_ratio,1,PRE
saheart,LRG,0.43,6.0,0.612,5.0,0.628,1.0,0.6159999999999999,3.5,0.6159999999999999,3.5,0.62,2.0,radius_ratio,1,PRE
seismic-bumps,LRG,0.8699999999999999,5.5,0.89,2.0,0.884,4.0,0.89,2.0,0.89,2.0,0.8699999999999999,5.5,radius_ratio,1,PRE
spambase,LRG,0.7020000000000001,6.0,0.772,5.0,0.7780000000000001,2.5,0.7780000000000001,2.5,0.7759999999999999,4.0,0.8099999999999999,1.0,radius_ratio,1,PRE
spectf-heart,LRG,0.53,3.0,0.556,2.0,0.528,5.0,0.596,1.0,0.528,5.0,0.528,5.0,radius_ratio,1,PRE
statlog-german-credit,LRG,0.4900000000000001,3.5,0.4900000000000001,3.5,0.4900000000000001,3.5,0.4900000000000001,3.5,0.4900000000000001,3.5,0.4900000000000001,3.5,radius_ratio,1,PRE
statlog-german-credit-numeric,LRG,0.6679999999999999,6.0,0.6980000000000001,3.0,0.69,4.0,0.708,1.5,0.708,1.5,0.6880000000000001,5.0,radius_ratio,1,PRE
thoracic-surgery,LRG,0.72,3.5,0.72,3.5,0.72,3.5,0.72,3.5,0.72,3.5,0.72,3.5,radius_ratio,1,PRE
thyroid-hypothyroid,LRG,0.976,4.5,0.984,1.0,0.98,2.0,0.978,3.0,0.976,4.5,0.9740000000000001,6.0,radius_ratio,1,PRE
thyroid-sick-euthyroid,LRG,0.85,6.0,0.892,1.0,0.8880000000000001,5.0,0.89,3.0,0.89,3.0,0.89,3.0,radius_ratio,1,PRE
vertebra-column-2c,LRG,0.7020000000000001,6.0,0.836,1.0,0.8239999999999998,5.0,0.828,3.0,0.826,4.0,0.8300000000000001,2.0,radius_ratio,1,PRE
wdbc,LRG,0.8379999999999999,6.0,0.912,2.0,0.912,2.0,0.908,4.5,0.908,4.5,0.912,2.0,radius_ratio,1,PRE
wholesale-channel,LRG,0.8400000000000001,6.0,0.858,4.5,0.866,3.0,0.8740000000000001,1.0,0.8699999999999999,2.0,0.858,4.5,radius_ratio,1,PRE
wilt,LRG,0.898,6.0,0.9440000000000002,1.0,0.9399999999999998,2.0,0.934,4.5,0.934,4.5,0.938,3.0,radius_ratio,1,PRE
