DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,KNN,0.968,4.0,0.968,4.0,0.972,1.0,0.97,2.0,0.962,6.5,0.968,4.0,0.962,6.5,area_volume_ratio,4,PRE
x80data,KNN,0.934,3.5,0.932,5.0,0.938,1.5,0.924,6.5,0.938,1.5,0.934,3.5,0.924,6.5,area_volume_ratio,4,PRE
x7data,KNN,0.972,4.5,0.972,4.5,0.976,1.5,0.976,1.5,0.9640000000000001,7.0,0.972,4.5,0.972,4.5,area_volume_ratio,4,PRE
x79data,KNN,0.938,1.0,0.9359999999999999,2.5,0.934,4.5,0.9359999999999999,2.5,0.9259999999999999,7.0,0.934,4.5,0.932,6.0,area_volume_ratio,4,PRE
x78data,KNN,0.956,1.0,0.9540000000000001,2.5,0.952,4.0,0.942,7.0,0.9440000000000002,6.0,0.948,5.0,0.954,2.5,area_volume_ratio,4,PRE
x76data,KNN,0.97,1.0,0.948,6.0,0.954,4.0,0.962,2.0,0.94,7.0,0.954,4.0,0.954,4.0,area_volume_ratio,4,PRE
x75data,KNN,0.992,5.0,0.996,2.0,0.996,2.0,0.996,2.0,0.986,7.0,0.992,5.0,0.992,5.0,area_volume_ratio,4,PRE
x74data,KNN,0.992,6.0,0.996,3.0,0.996,3.0,0.996,3.0,0.988,7.0,0.996,3.0,0.996,3.0,area_volume_ratio,4,PRE
x73data,KNN,0.906,2.5,0.908,1.0,0.9,5.0,0.8960000000000001,6.5,0.8959999999999999,6.5,0.906,2.5,0.904,4.0,area_volume_ratio,4,PRE
x72data,KNN,0.95,2.0,0.946,4.0,0.95,2.0,0.9440000000000002,5.0,0.942,6.0,0.95,2.0,0.94,7.0,area_volume_ratio,4,PRE
x71data,KNN,0.9440000000000002,7.0,0.9640000000000001,4.0,0.968,1.0,0.954,6.0,0.96,5.0,0.966,2.5,0.966,2.5,area_volume_ratio,4,PRE
x70data,KNN,0.732,4.0,0.726,7.0,0.73,5.5,0.7340000000000001,3.0,0.736,2.0,0.7300000000000001,5.5,0.7380000000000001,1.0,area_volume_ratio,4,PRE
x69data,KNN,0.7440000000000001,6.0,0.764,5.0,0.768,4.0,0.782,1.0,0.772,3.0,0.74,7.0,0.774,2.0,area_volume_ratio,4,PRE
x68data,KNN,0.9259999999999999,3.0,0.922,5.0,0.924,4.0,0.934,1.0,0.93,2.0,0.9179999999999999,6.5,0.9179999999999999,6.5,area_volume_ratio,4,PRE
x66data,KNN,0.738,3.0,0.732,6.0,0.736,4.0,0.726,7.0,0.7340000000000001,5.0,0.74,1.5,0.74,1.5,area_volume_ratio,4,PRE
x65data,KNN,0.8019999999999999,5.5,0.7959999999999999,7.0,0.8059999999999999,3.0,0.828,1.0,0.804,4.0,0.8019999999999999,5.5,0.818,2.0,area_volume_ratio,4,PRE
x64data,KNN,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,area_volume_ratio,4,PRE
x63data,KNN,0.6900000000000001,1.0,0.67,2.0,0.6559999999999999,4.0,0.6519999999999999,5.0,0.65,6.0,0.6579999999999999,3.0,0.648,7.0,area_volume_ratio,4,PRE
x60data,KNN,0.8140000000000001,7.0,0.8200000000000001,4.0,0.8239999999999998,2.0,0.8219999999999998,3.0,0.8180000000000002,5.0,0.8160000000000001,6.0,0.85,1.0,area_volume_ratio,4,PRE
x50data,KNN,0.9759999999999998,4.0,0.974,6.5,0.978,1.5,0.976,4.0,0.974,6.5,0.978,1.5,0.976,4.0,area_volume_ratio,4,PRE
x4data,KNN,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,area_volume_ratio,4,PRE
x48data,KNN,0.978,6.5,0.984,1.5,0.984,1.5,0.982,4.0,0.978,6.5,0.982,4.0,0.982,4.0,area_volume_ratio,4,PRE
x45data,KNN,0.972,1.0,0.95,7.0,0.954,3.5,0.952,5.5,0.952,5.5,0.954,3.5,0.956,2.0,area_volume_ratio,4,PRE
x39data,KNN,0.984,3.0,0.984,3.0,0.982,5.0,0.986,1.0,0.98,6.0,0.984,3.0,0.9759999999999998,7.0,area_volume_ratio,4,PRE
x38data,KNN,0.986,1.0,0.972,5.5,0.974,3.5,0.976,2.0,0.9640000000000001,7.0,0.974,3.5,0.972,5.5,area_volume_ratio,4,PRE
x35data,KNN,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,0.994,7.0,area_volume_ratio,4,PRE
x32data,KNN,0.99,7.0,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,area_volume_ratio,4,PRE
x31data,KNN,0.914,7.0,0.916,4.5,0.916,4.5,0.922,1.0,0.916,4.5,0.916,4.5,0.9200000000000002,2.0,area_volume_ratio,4,PRE
x30data,KNN,0.9540000000000001,1.0,0.946,3.0,0.942,6.0,0.946,3.0,0.934,7.0,0.9440000000000002,5.0,0.946,3.0,area_volume_ratio,4,PRE
x20data,KNN,0.944,4.0,0.944,4.0,0.9440000000000002,4.0,0.942,7.0,0.944,4.0,0.946,1.0,0.944,4.0,area_volume_ratio,4,PRE
x1data,KNN,0.942,1.0,0.934,4.5,0.934,4.5,0.934,4.5,0.9280000000000002,7.0,0.938,2.0,0.934,4.5,area_volume_ratio,4,PRE
x18data,KNN,0.934,7.0,0.948,2.5,0.946,4.5,0.948,2.5,0.952,1.0,0.9359999999999999,6.0,0.946,4.5,area_volume_ratio,4,PRE
appendicitis,KNN,0.7040000000000001,7.0,0.772,6.0,0.778,5.0,0.792,2.0,0.784,4.0,0.7939999999999999,1.0,0.79,3.0,area_volume_ratio,4,PRE
autoUniv-au1-1000,KNN,0.7,1.0,0.682,5.0,0.6679999999999999,7.0,0.688,2.0,0.6759999999999999,6.0,0.6839999999999999,3.5,0.6839999999999999,3.5,area_volume_ratio,4,PRE
climate-simulation-craches,KNN,0.8400000000000001,7.0,0.86,2.0,0.858,4.0,0.86,2.0,0.86,2.0,0.8540000000000001,5.0,0.8440000000000001,6.0,area_volume_ratio,4,PRE
colon32,KNN,0.858,5.0,0.8340000000000001,7.0,0.8759999999999999,2.0,0.8620000000000001,3.0,0.8380000000000001,6.0,0.884,1.0,0.86,4.0,area_volume_ratio,4,PRE
fertility-diagnosis,KNN,0.7719999999999999,7.0,0.7780000000000001,5.0,0.79,3.0,0.7859999999999999,4.0,0.8079999999999999,1.5,0.8079999999999999,1.5,0.774,6.0,area_volume_ratio,4,PRE
habermans-survival,KNN,0.7,1.0,0.6779999999999999,6.0,0.69,5.0,0.6920000000000001,4.0,0.662,7.0,0.6940000000000001,2.5,0.6940000000000001,2.5,area_volume_ratio,4,PRE
indian-liver-patient,KNN,0.626,7.0,0.64,4.0,0.6559999999999999,1.0,0.63,6.0,0.6439999999999999,2.0,0.64,4.0,0.64,4.0,area_volume_ratio,4,PRE
ionosphere,KNN,0.8559999999999999,7.0,0.89,4.0,0.884,5.0,0.904,2.0,0.902,3.0,0.868,6.0,0.9179999999999999,1.0,area_volume_ratio,4,PRE
lsvt-voice-rehabilitation,KNN,0.6519999999999999,3.0,0.6380000000000001,4.0,0.63,6.0,0.6599999999999999,2.0,0.6960000000000001,1.0,0.636,5.0,0.616,7.0,area_volume_ratio,4,PRE
ozone-eighthr,KNN,0.912,6.0,0.9179999999999999,1.5,0.914,5.0,0.916,3.5,0.9179999999999999,1.5,0.906,7.0,0.916,3.5,area_volume_ratio,4,PRE
ozone-onehr,KNN,0.944,6.5,0.954,2.5,0.952,5.0,0.954,2.5,0.954,2.5,0.9440000000000002,6.5,0.954,2.5,area_volume_ratio,4,PRE
parkinsons,KNN,0.7659999999999999,2.0,0.752,5.0,0.748,6.0,0.758,4.0,0.76,3.0,0.7759999999999999,1.0,0.74,7.0,area_volume_ratio,4,PRE
phoneme,KNN,0.8640000000000001,7.0,0.882,2.0,0.8800000000000001,3.5,0.8800000000000001,3.5,0.8759999999999999,6.0,0.884,1.0,0.8780000000000001,5.0,area_volume_ratio,4,PRE
pima-indians-diabetes,KNN,0.6799999999999999,1.0,0.6420000000000001,7.0,0.6579999999999999,3.0,0.6659999999999999,2.0,0.652,6.0,0.6559999999999999,4.5,0.6559999999999999,4.5,area_volume_ratio,4,PRE
planning-relax,KNN,0.5,7.0,0.5660000000000001,5.5,0.5760000000000001,4.0,0.5660000000000001,5.5,0.596,1.0,0.59,2.0,0.584,3.0,area_volume_ratio,4,PRE
qsar-biodegradation,KNN,0.828,1.5,0.8220000000000001,4.5,0.8220000000000001,4.5,0.82,6.0,0.8240000000000001,3.0,0.818,7.0,0.828,1.5,area_volume_ratio,4,PRE
saheart,KNN,0.556,7.0,0.5720000000000001,5.0,0.5619999999999999,6.0,0.5740000000000001,4.0,0.58,2.0,0.5760000000000001,3.0,0.5880000000000001,1.0,area_volume_ratio,4,PRE
seismic-bumps,KNN,0.8960000000000001,5.0,0.8939999999999999,6.0,0.898,3.5,0.902,2.0,0.904,1.0,0.8880000000000001,7.0,0.898,3.5,area_volume_ratio,4,PRE
spambase,KNN,0.8480000000000001,6.0,0.85,4.5,0.8539999999999999,1.5,0.852,3.0,0.8440000000000001,7.0,0.8540000000000001,1.5,0.85,4.5,area_volume_ratio,4,PRE
spectf-heart,KNN,0.774,7.0,0.828,6.0,0.8299999999999998,5.0,0.8420000000000001,2.5,0.836,4.0,0.8440000000000001,1.0,0.8420000000000001,2.5,area_volume_ratio,4,PRE
statlog-german-credit,KNN,0.654,2.5,0.652,4.5,0.652,4.5,0.6540000000000001,2.5,0.6460000000000001,6.0,0.642,7.0,0.6559999999999999,1.0,area_volume_ratio,4,PRE
statlog-german-credit-numeric,KNN,0.7140000000000001,1.0,0.67,4.5,0.6699999999999999,4.5,0.6579999999999999,7.0,0.66,6.0,0.6859999999999999,2.0,0.6779999999999999,3.0,area_volume_ratio,4,PRE
thoracic-surgery,KNN,0.72,7.0,0.746,6.0,0.748,4.5,0.748,4.5,0.7539999999999999,2.5,0.754,2.5,0.7559999999999999,1.0,area_volume_ratio,4,PRE
thyroid-hypothyroid,KNN,0.982,2.0,0.982,2.0,0.98,4.5,0.98,4.5,0.976,7.0,0.982,2.0,0.978,6.0,area_volume_ratio,4,PRE
thyroid-sick-euthyroid,KNN,0.8779999999999999,6.5,0.8780000000000001,6.5,0.884,1.0,0.8800000000000001,4.5,0.882,2.5,0.882,2.5,0.8800000000000001,4.5,area_volume_ratio,4,PRE
vertebra-column-2c,KNN,0.818,2.0,0.8160000000000001,3.0,0.826,1.0,0.8,7.0,0.8140000000000001,4.0,0.8039999999999999,6.0,0.8100000000000002,5.0,area_volume_ratio,4,PRE
wdbc,KNN,0.93,1.0,0.9200000000000002,3.5,0.904,5.0,0.902,6.0,0.89,7.0,0.9259999999999999,2.0,0.92,3.5,area_volume_ratio,4,PRE
