DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,RF,0.974,1.5,0.974,1.5,0.972,3.5,0.97,5.0,0.958,7.0,0.972,3.5,0.968,6.0,volume,4,F1
x80data,RF,0.9179999999999999,1.5,0.906,6.0,0.904,7.0,0.9179999999999999,1.5,0.912,4.5,0.916,3.0,0.912,4.5,volume,4,F1
x7data,RF,0.968,3.5,0.966,5.5,0.966,5.5,0.976,1.0,0.968,3.5,0.97,2.0,0.9640000000000001,7.0,volume,4,F1
x79data,RF,0.95,2.5,0.9479999999999998,4.5,0.944,6.0,0.952,1.0,0.932,7.0,0.95,2.5,0.948,4.5,volume,4,F1
x78data,RF,0.982,1.0,0.972,5.0,0.978,2.5,0.978,2.5,0.972,5.0,0.972,5.0,0.968,7.0,volume,4,F1
x76data,RF,0.94,7.0,0.956,2.5,0.962,1.0,0.944,5.5,0.944,5.5,0.956,2.5,0.954,4.0,volume,4,F1
x75data,RF,1.0,2.5,1.0,2.5,1.0,2.5,1.0,2.5,0.988,6.0,0.992,5.0,0.986,7.0,volume,4,F1
x74data,RF,0.996,1.0,0.992,4.0,0.992,4.0,0.992,4.0,0.992,4.0,0.984,7.0,0.992,4.0,volume,4,F1
x73data,RF,0.91,2.0,0.902,5.0,0.908,3.5,0.912,1.0,0.892,7.0,0.8939999999999999,6.0,0.908,3.5,volume,4,F1
x72data,RF,0.962,5.0,0.972,1.0,0.966,3.0,0.968,2.0,0.9640000000000001,4.0,0.958,7.0,0.96,6.0,volume,4,F1
x71data,RF,0.944,5.5,0.948,4.0,0.954,1.0,0.932,7.0,0.944,5.5,0.95,2.5,0.95,2.5,volume,4,F1
x70data,RF,0.758,6.5,0.758,6.5,0.768,4.0,0.7759999999999999,2.0,0.78,1.0,0.7619999999999999,5.0,0.7700000000000001,3.0,volume,4,F1
x69data,RF,0.7759999999999999,6.0,0.7859999999999999,5.0,0.792,3.5,0.7919999999999999,3.5,0.8,2.0,0.774,7.0,0.8019999999999999,1.0,volume,4,F1
x68data,RF,0.968,6.0,0.978,2.5,0.98,1.0,0.978,2.5,0.9760000000000002,4.0,0.9640000000000001,7.0,0.972,5.0,volume,4,F1
x66data,RF,0.7540000000000001,5.0,0.758,2.5,0.76,1.0,0.75,7.0,0.752,6.0,0.758,2.5,0.7559999999999999,4.0,volume,4,F1
x65data,RF,0.8220000000000001,3.0,0.8140000000000001,5.5,0.8340000000000001,2.0,0.8140000000000001,5.5,0.82,4.0,0.8099999999999999,7.0,0.8380000000000001,1.0,volume,4,F1
x64data,RF,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,volume,4,F1
x63data,RF,0.6859999999999999,1.5,0.6839999999999999,3.5,0.6839999999999999,3.5,0.68,6.0,0.682,5.0,0.6859999999999999,1.5,0.672,7.0,volume,4,F1
x60data,RF,0.8100000000000002,3.0,0.7779999999999999,7.0,0.8,4.0,0.812,2.0,0.792,6.0,0.8219999999999998,1.0,0.7939999999999999,5.0,volume,4,F1
x50data,RF,0.9740000000000001,5.5,0.974,5.5,0.9759999999999998,3.5,0.978,2.0,0.972,7.0,0.98,1.0,0.976,3.5,volume,4,F1
x4data,RF,0.996,6.0,1.0,2.5,1.0,2.5,0.996,6.0,0.996,6.0,1.0,2.5,1.0,2.5,volume,4,F1
x48data,RF,0.978,6.0,0.982,1.0,0.98,3.5,0.98,3.5,0.966,7.0,0.98,3.5,0.98,3.5,volume,4,F1
x45data,RF,0.972,3.0,0.956,5.0,0.962,4.0,0.952,6.5,0.952,6.5,0.974,1.5,0.974,1.5,volume,4,F1
x39data,RF,0.998,2.5,0.998,2.5,0.9940000000000001,5.5,1.0,1.0,0.996,4.0,0.988,7.0,0.994,5.5,volume,4,F1
x38data,RF,0.972,6.5,0.978,1.0,0.972,6.5,0.974,4.5,0.974,4.5,0.976,2.5,0.976,2.5,volume,4,F1
x35data,RF,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,0.996,7.0,volume,4,F1
x32data,RF,0.986,7.0,0.996,3.5,0.996,3.5,0.996,3.5,0.998,1.0,0.9940000000000001,6.0,0.996,3.5,volume,4,F1
x31data,RF,0.9279999999999999,1.0,0.9179999999999999,5.0,0.9259999999999999,2.0,0.916,6.0,0.892,7.0,0.924,3.0,0.922,4.0,volume,4,F1
x30data,RF,0.954,2.5,0.95,4.0,0.946,5.0,0.942,6.0,0.93,7.0,0.9559999999999998,1.0,0.954,2.5,volume,4,F1
x20data,RF,0.958,2.0,0.95,5.5,0.952,3.5,0.95,5.5,0.942,7.0,0.952,3.5,0.96,1.0,volume,4,F1
x1data,RF,0.9200000000000002,1.0,0.908,4.0,0.914,2.0,0.912,3.0,0.898,6.0,0.906,5.0,0.8939999999999999,7.0,volume,4,F1
x18data,RF,0.94,7.0,0.962,2.5,0.958,4.0,0.962,2.5,0.966,1.0,0.9440000000000002,6.0,0.952,5.0,volume,4,F1
appendicitis,RF,0.78,2.0,0.752,6.0,0.764,5.0,0.78,2.0,0.7759999999999999,4.0,0.7240000000000001,7.0,0.78,2.0,volume,4,F1
autoUniv-au1-1000,RF,0.718,7.0,0.736,3.0,0.7460000000000001,2.0,0.728,6.0,0.7340000000000001,4.0,0.75,1.0,0.73,5.0,volume,4,F1
climate-simulation-craches,RF,0.8759999999999999,6.0,0.8859999999999999,2.0,0.89,1.0,0.884,3.0,0.8759999999999999,6.0,0.8759999999999999,6.0,0.8779999999999999,4.0,volume,4,F1
