DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,LRG,0.946,1.0,0.9420000000000002,2.0,0.93,4.0,0.922,5.0,0.9200000000000002,6.0,0.9359999999999999,3.0,area_volume_ratio,4,F1
x80data,LRG,0.85,6.0,0.904,1.5,0.904,1.5,0.8960000000000001,3.0,0.8740000000000001,5.0,0.8939999999999999,4.0,area_volume_ratio,4,F1
x7data,LRG,0.9,6.0,0.912,3.5,0.912,3.5,0.916,1.5,0.908,5.0,0.916,1.5,area_volume_ratio,4,F1
x79data,LRG,0.8459999999999999,6.0,0.924,2.0,0.9280000000000002,1.0,0.92,3.0,0.916,4.5,0.916,4.5,area_volume_ratio,4,F1
x78data,LRG,0.8059999999999999,3.5,0.8059999999999999,3.5,0.8059999999999999,3.5,0.8059999999999999,3.5,0.8059999999999999,3.5,0.8059999999999999,3.5,area_volume_ratio,4,F1
x76data,LRG,0.78,6.0,0.908,2.5,0.908,2.5,0.8979999999999999,4.0,0.8959999999999999,5.0,0.912,1.0,area_volume_ratio,4,F1
x75data,LRG,0.76,6.0,0.8959999999999999,1.0,0.884,3.0,0.826,4.0,0.82,5.0,0.89,2.0,area_volume_ratio,4,F1
x74data,LRG,0.76,6.0,0.892,1.5,0.868,3.0,0.7959999999999999,4.5,0.7959999999999999,4.5,0.892,1.5,area_volume_ratio,4,F1
x73data,LRG,0.8059999999999999,6.0,0.8619999999999999,5.0,0.866,3.5,0.866,3.5,0.868,1.5,0.868,1.5,area_volume_ratio,4,F1
x72data,LRG,0.7380000000000001,6.0,0.8059999999999999,5.0,0.8140000000000001,1.0,0.812,2.5,0.8100000000000002,4.0,0.812,2.5,area_volume_ratio,4,F1
x71data,LRG,0.66,3.5,0.66,3.5,0.66,3.5,0.66,3.5,0.66,3.5,0.66,3.5,area_volume_ratio,4,F1
x70data,LRG,0.64,6.0,0.7120000000000001,3.0,0.71,5.0,0.7140000000000001,1.0,0.7120000000000001,3.0,0.7120000000000001,3.0,area_volume_ratio,4,F1
x69data,LRG,0.634,6.0,0.682,2.0,0.6839999999999999,1.0,0.664,4.0,0.6579999999999999,5.0,0.6739999999999999,3.0,area_volume_ratio,4,F1
x68data,LRG,0.63,6.0,0.648,4.0,0.6539999999999999,3.0,0.6839999999999999,1.0,0.6759999999999999,2.0,0.64,5.0,area_volume_ratio,4,F1
x66data,LRG,0.6859999999999999,6.0,0.7559999999999999,2.5,0.7559999999999999,2.5,0.7460000000000001,5.0,0.748,4.0,0.764,1.0,area_volume_ratio,4,F1
x65data,LRG,0.5379999999999999,3.5,0.5379999999999999,3.5,0.5379999999999999,3.5,0.5379999999999999,3.5,0.5379999999999999,3.5,0.5379999999999999,3.5,area_volume_ratio,4,F1
x64data,LRG,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,area_volume_ratio,4,F1
x63data,LRG,0.5479999999999999,6.0,0.6340000000000001,3.5,0.6439999999999999,1.0,0.6339999999999999,3.5,0.6300000000000001,5.0,0.638,2.0,area_volume_ratio,4,F1
x60data,LRG,0.502,3.5,0.502,3.5,0.502,3.5,0.502,3.5,0.502,3.5,0.502,3.5,area_volume_ratio,4,F1
x50data,LRG,0.96,1.0,0.95,3.5,0.958,2.0,0.95,3.5,0.9399999999999998,6.0,0.948,5.0,area_volume_ratio,4,F1
x4data,LRG,0.9359999999999999,3.0,0.944,1.5,0.9,4.0,0.884,5.0,0.868,6.0,0.944,1.5,area_volume_ratio,4,F1
x48data,LRG,0.952,5.0,0.9559999999999998,3.0,0.958,2.0,0.954,4.0,0.9440000000000002,6.0,0.96,1.0,area_volume_ratio,4,F1
x45data,LRG,0.9399999999999998,6.0,0.976,1.5,0.968,3.0,0.944,4.5,0.944,4.5,0.976,1.5,area_volume_ratio,4,F1
x39data,LRG,0.914,6.0,0.9559999999999998,3.0,0.96,2.0,0.962,1.0,0.952,5.0,0.954,4.0,area_volume_ratio,4,F1
x38data,LRG,0.91,6.0,0.968,1.0,0.96,2.0,0.954,4.0,0.938,5.0,0.958,3.0,area_volume_ratio,4,F1
x35data,LRG,0.996,6.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,area_volume_ratio,4,F1
x32data,LRG,0.9200000000000002,6.0,0.944,2.0,0.94,5.0,0.942,3.5,0.942,3.5,0.9540000000000001,1.0,area_volume_ratio,4,F1
x31data,LRG,0.858,6.0,0.8959999999999999,2.5,0.91,1.0,0.8939999999999999,4.0,0.8960000000000001,2.5,0.8880000000000001,5.0,area_volume_ratio,4,F1
x30data,LRG,0.8560000000000001,6.0,0.952,2.0,0.95,3.0,0.94,4.5,0.94,4.5,0.958,1.0,area_volume_ratio,4,F1
x20data,LRG,0.944,1.0,0.924,4.0,0.9280000000000002,3.0,0.9200000000000002,5.0,0.916,6.0,0.9359999999999999,2.0,area_volume_ratio,4,F1
x1data,LRG,0.85,6.0,0.906,1.0,0.902,2.0,0.8939999999999999,3.0,0.884,5.0,0.89,4.0,area_volume_ratio,4,F1
x18data,LRG,0.938,1.0,0.93,3.5,0.934,2.0,0.93,3.5,0.9279999999999999,5.0,0.916,6.0,area_volume_ratio,4,F1
appendicitis,LRG,0.71,6.0,0.836,2.0,0.7719999999999999,5.0,0.8340000000000001,3.0,0.8019999999999999,4.0,0.8380000000000001,1.0,area_volume_ratio,4,F1
autoUniv-au1-1000,LRG,0.65,6.0,0.7140000000000001,2.0,0.716,1.0,0.71,3.0,0.7080000000000001,4.5,0.708,4.5,area_volume_ratio,4,F1
climate-simulation-craches,LRG,0.8759999999999999,1.5,0.8220000000000001,4.0,0.8759999999999999,1.5,0.8079999999999999,5.0,0.8059999999999998,6.0,0.8360000000000001,3.0,area_volume_ratio,4,F1
colon32,LRG,0.8560000000000001,6.0,0.89,5.0,0.906,2.5,0.906,2.5,0.906,2.5,0.906,2.5,area_volume_ratio,4,F1
fertility-diagnosis,LRG,0.826,2.0,0.8039999999999999,3.0,0.828,1.0,0.768,5.5,0.772,4.0,0.768,5.5,area_volume_ratio,4,F1
habermans-survival,LRG,0.626,6.0,0.6980000000000001,3.0,0.71,1.0,0.6920000000000001,4.0,0.6839999999999999,5.0,0.7060000000000001,2.0,area_volume_ratio,4,F1
indian-liver-patient,LRG,0.596,6.0,0.654,2.0,0.6579999999999999,1.0,0.6519999999999999,3.0,0.648,5.0,0.65,4.0,area_volume_ratio,4,F1
ionosphere,LRG,0.8800000000000001,6.0,0.916,4.0,0.9179999999999999,2.0,0.9179999999999999,2.0,0.914,5.0,0.9179999999999999,2.0,area_volume_ratio,4,F1
lsvt-voice-rehabilitation,LRG,0.534,3.5,0.534,3.5,0.534,3.5,0.534,3.5,0.534,3.5,0.534,3.5,area_volume_ratio,4,F1
ozone-eighthr,LRG,0.91,3.5,0.91,3.5,0.91,3.5,0.91,3.5,0.91,3.5,0.91,3.5,area_volume_ratio,4,F1
ozone-onehr,LRG,0.96,3.5,0.96,3.5,0.96,3.5,0.96,3.5,0.96,3.5,0.96,3.5,area_volume_ratio,4,F1
parkinsons,LRG,0.6460000000000001,3.5,0.6460000000000001,3.5,0.6460000000000001,3.5,0.6460000000000001,3.5,0.6460000000000001,3.5,0.6460000000000001,3.5,area_volume_ratio,4,F1
phoneme,LRG,0.752,6.0,0.772,1.0,0.77,3.0,0.768,5.0,0.7699999999999999,3.0,0.77,3.0,area_volume_ratio,4,F1
pima-indians-diabetes,LRG,0.54,6.0,0.644,1.5,0.6439999999999999,1.5,0.6279999999999999,5.0,0.63,4.0,0.632,3.0,area_volume_ratio,4,F1
planning-relax,LRG,0.598,1.0,0.594,2.5,0.586,4.0,0.562,6.0,0.5940000000000001,2.5,0.5740000000000001,5.0,area_volume_ratio,4,F1
qsar-biodegradation,LRG,0.688,6.0,0.818,3.5,0.826,1.5,0.8260000000000002,1.5,0.818,3.5,0.7939999999999999,5.0,area_volume_ratio,4,F1
saheart,LRG,0.514,6.0,0.614,5.0,0.628,1.0,0.618,4.0,0.62,2.5,0.6199999999999999,2.5,area_volume_ratio,4,F1
seismic-bumps,LRG,0.9,2.0,0.898,3.0,0.902,1.0,0.8939999999999999,5.0,0.8960000000000001,4.0,0.8740000000000001,6.0,area_volume_ratio,4,F1
spambase,LRG,0.6700000000000002,6.0,0.772,4.0,0.7780000000000001,1.5,0.7780000000000001,1.5,0.7759999999999999,3.0,0.738,5.0,area_volume_ratio,4,F1
spectf-heart,LRG,0.61,4.0,0.612,3.0,0.608,5.5,0.6239999999999999,1.0,0.608,5.5,0.6140000000000001,2.0,area_volume_ratio,4,F1
statlog-german-credit,LRG,0.58,3.5,0.58,3.5,0.58,3.5,0.58,3.5,0.58,3.5,0.58,3.5,area_volume_ratio,4,F1
statlog-german-credit-numeric,LRG,0.6079999999999999,6.0,0.7040000000000001,4.0,0.6920000000000001,5.0,0.706,3.0,0.7120000000000001,1.0,0.708,2.0,area_volume_ratio,4,F1
thoracic-surgery,LRG,0.78,3.0,0.78,3.0,0.78,3.0,0.78,3.0,0.78,3.0,0.7780000000000001,6.0,area_volume_ratio,4,F1
thyroid-hypothyroid,LRG,0.9759999999999998,2.5,0.976,2.5,0.97,4.0,0.968,5.0,0.962,6.0,0.978,1.0,area_volume_ratio,4,F1
thyroid-sick-euthyroid,LRG,0.8639999999999999,3.0,0.868,2.0,0.8719999999999999,1.0,0.8620000000000001,4.5,0.86,6.0,0.8619999999999999,4.5,area_volume_ratio,4,F1
vertebra-column-2c,LRG,0.6940000000000001,6.0,0.7959999999999999,1.0,0.784,4.5,0.7859999999999999,3.0,0.784,4.5,0.792,2.0,area_volume_ratio,4,F1
wdbc,LRG,0.7499999999999999,6.0,0.9,3.0,0.902,1.0,0.9,3.0,0.9,3.0,0.898,5.0,area_volume_ratio,4,F1
wholesale-channel,LRG,0.8380000000000001,5.5,0.852,4.0,0.8560000000000001,2.0,0.858,1.0,0.8539999999999999,3.0,0.8380000000000001,5.5,area_volume_ratio,4,F1
wilt,LRG,0.9200000000000002,6.0,0.934,2.0,0.9359999999999999,1.0,0.924,4.0,0.924,4.0,0.924,4.0,area_volume_ratio,4,F1
