DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,MLP,0.97,1.0,0.968,2.0,0.966,3.0,0.958,5.0,0.954,6.0,0.96,4.0,min_solid_angle,1,REC
x80data,MLP,0.91,3.0,0.9179999999999999,1.0,0.912,2.0,0.908,4.0,0.8740000000000001,6.0,0.8939999999999999,5.0,min_solid_angle,1,REC
x7data,MLP,0.94,6.0,0.978,1.5,0.976,3.0,0.978,1.5,0.968,4.0,0.948,5.0,min_solid_angle,1,REC
x79data,MLP,0.9359999999999999,2.5,0.938,1.0,0.9359999999999999,2.5,0.93,4.0,0.922,5.0,0.916,6.0,min_solid_angle,1,REC
x78data,MLP,0.8640000000000001,6.0,0.9600000000000002,1.5,0.9600000000000002,1.5,0.954,3.5,0.954,3.5,0.944,5.0,min_solid_angle,1,REC
x76data,MLP,0.912,6.0,0.92,3.5,0.93,1.0,0.9280000000000002,2.0,0.9200000000000002,3.5,0.914,5.0,min_solid_angle,1,REC
x75data,MLP,0.9,6.0,0.996,1.0,0.992,2.0,0.97,4.0,0.958,5.0,0.988,3.0,min_solid_angle,1,REC
x74data,MLP,0.908,6.0,0.996,1.0,0.988,2.5,0.978,4.0,0.9640000000000001,5.0,0.988,2.5,min_solid_angle,1,REC
x73data,MLP,0.89,1.0,0.882,2.0,0.8759999999999999,4.0,0.8720000000000001,5.0,0.86,6.0,0.8780000000000001,3.0,min_solid_angle,1,REC
x72data,MLP,0.8759999999999999,6.0,0.944,1.0,0.94,3.0,0.942,2.0,0.9259999999999999,4.5,0.9259999999999999,4.5,min_solid_angle,1,REC
x71data,MLP,0.7619999999999999,6.0,0.9059999999999999,3.0,0.906,3.0,0.914,1.0,0.906,3.0,0.9,5.0,min_solid_angle,1,REC
x70data,MLP,0.748,1.0,0.7299999999999999,3.0,0.7340000000000001,2.0,0.7240000000000001,5.5,0.728,4.0,0.7240000000000001,5.5,min_solid_angle,1,REC
x69data,MLP,0.7540000000000001,1.0,0.736,4.0,0.7340000000000001,5.0,0.7440000000000001,3.0,0.7459999999999999,2.0,0.7299999999999999,6.0,min_solid_angle,1,REC
x68data,MLP,0.852,6.0,0.946,1.0,0.938,3.5,0.942,2.0,0.938,3.5,0.932,5.0,min_solid_angle,1,REC
x66data,MLP,0.768,1.0,0.7440000000000001,4.0,0.748,3.0,0.7300000000000001,6.0,0.7340000000000001,5.0,0.7539999999999999,2.0,min_solid_angle,1,REC
x65data,MLP,0.67,3.0,0.67,3.0,0.67,3.0,0.67,3.0,0.6679999999999999,6.0,0.67,3.0,min_solid_angle,1,REC
x64data,MLP,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,1.0,3.5,min_solid_angle,1,REC
x63data,MLP,0.674,6.0,0.7,3.0,0.7040000000000001,1.0,0.688,5.0,0.6920000000000001,4.0,0.7020000000000001,2.0,min_solid_angle,1,REC
x60data,MLP,0.644,3.5,0.644,3.5,0.644,3.5,0.644,3.5,0.644,3.5,0.644,3.5,min_solid_angle,1,REC
x50data,MLP,0.9759999999999998,1.0,0.946,5.0,0.9620000000000001,3.0,0.9640000000000001,2.0,0.948,4.0,0.91,6.0,min_solid_angle,1,REC
x4data,MLP,0.996,5.0,0.998,4.0,1.0,2.0,1.0,2.0,1.0,2.0,0.992,6.0,min_solid_angle,1,REC
x48data,MLP,0.9740000000000001,1.0,0.968,2.0,0.966,3.0,0.9640000000000001,4.0,0.93,6.0,0.948,5.0,min_solid_angle,1,REC
x45data,MLP,0.9759999999999998,1.0,0.966,4.0,0.97,3.0,0.912,6.0,0.914,5.0,0.974,2.0,min_solid_angle,1,REC
x39data,MLP,0.96,5.0,0.982,2.5,0.982,2.5,0.984,1.0,0.97,4.0,0.958,6.0,min_solid_angle,1,REC
x38data,MLP,0.968,3.0,0.974,1.0,0.97,2.0,0.966,4.0,0.95,5.0,0.91,6.0,min_solid_angle,1,REC
