DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,DTREE,0.8540000000000001,6.0,0.884,3.5,0.8859999999999999,2.0,0.8740000000000001,5.0,0.884,3.5,0.912,1.0,solid_angle,1,SPE
x80data,DTREE,0.6100000000000001,5.0,0.6839999999999999,4.0,0.6859999999999999,3.0,0.5820000000000001,6.0,0.706,2.0,0.7559999999999999,1.0,solid_angle,1,SPE
x7data,DTREE,0.752,3.0,0.71,5.5,0.792,2.0,0.7100000000000001,5.5,0.746,4.0,0.8460000000000001,1.0,solid_angle,1,SPE
x79data,DTREE,0.7040000000000001,6.0,0.778,4.0,0.7979999999999999,3.0,0.7699999999999999,5.0,0.8099999999999999,2.0,0.82,1.0,solid_angle,1,SPE
x78data,DTREE,0.826,4.5,0.908,1.0,0.826,4.5,0.8240000000000001,6.0,0.882,2.0,0.8740000000000001,3.0,solid_angle,1,SPE
x76data,DTREE,0.6799999999999999,6.0,0.78,5.0,0.8440000000000001,1.0,0.794,4.0,0.8140000000000001,2.0,0.8119999999999999,3.0,solid_angle,1,SPE
x75data,DTREE,0.998,1.0,0.974,6.0,0.976,4.5,0.976,4.5,0.992,2.5,0.992,2.5,solid_angle,1,SPE
x74data,DTREE,0.974,3.0,0.974,3.0,0.974,3.0,0.974,3.0,0.974,3.0,0.966,6.0,solid_angle,1,SPE
x73data,DTREE,0.8640000000000001,2.0,0.858,3.0,0.8420000000000001,5.0,0.8539999999999999,4.0,0.8240000000000001,6.0,0.89,1.0,solid_angle,1,SPE
x72data,DTREE,0.904,5.0,0.9280000000000002,2.0,0.9,6.0,0.924,3.0,0.914,4.0,0.948,1.0,solid_angle,1,SPE
x71data,DTREE,0.8380000000000001,6.0,0.866,4.0,0.8860000000000001,2.0,0.858,5.0,0.906,1.0,0.8700000000000001,3.0,solid_angle,1,SPE
x70data,DTREE,0.5800000000000001,6.0,0.596,5.0,0.624,2.0,0.606,4.0,0.638,1.0,0.6199999999999999,3.0,solid_angle,1,SPE
x69data,DTREE,0.586,6.0,0.6579999999999999,4.0,0.682,2.0,0.6559999999999999,5.0,0.6839999999999999,1.0,0.6799999999999999,3.0,solid_angle,1,SPE
x68data,DTREE,0.902,6.0,0.932,2.0,0.932,2.0,0.9179999999999999,4.0,0.932,2.0,0.91,5.0,solid_angle,1,SPE
x66data,DTREE,0.618,2.0,0.606,4.0,0.6039999999999999,5.5,0.604,5.5,0.612,3.0,0.6420000000000001,1.0,solid_angle,1,SPE
x65data,DTREE,0.778,5.0,0.78,4.0,0.792,2.0,0.7959999999999999,1.0,0.782,3.0,0.7340000000000001,6.0,solid_angle,1,SPE
x64data,DTREE,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,0.992,6.0,solid_angle,1,SPE
x63data,DTREE,0.5719999999999998,4.5,0.58,3.0,0.5579999999999999,6.0,0.5720000000000001,4.5,0.602,2.0,0.608,1.0,solid_angle,1,SPE
x60data,DTREE,0.6920000000000001,3.0,0.696,2.0,0.6559999999999999,5.5,0.71,1.0,0.664,4.0,0.6559999999999999,5.5,solid_angle,1,SPE
x50data,DTREE,0.44,6.0,0.552,4.0,0.58,3.0,0.46799999999999997,5.0,0.608,2.0,0.7199999999999999,1.0,solid_angle,1,SPE
x4data,DTREE,0.924,6.0,0.9640000000000001,3.0,0.966,2.0,0.934,5.0,0.9359999999999999,4.0,0.978,1.0,solid_angle,1,SPE
x48data,DTREE,0.6220000000000001,5.0,0.618,6.0,0.7300000000000001,3.0,0.6839999999999999,4.0,0.748,2.0,0.8440000000000001,1.0,solid_angle,1,SPE
x45data,DTREE,0.4720000000000001,3.5,0.52,2.0,0.4720000000000001,3.5,0.424,5.0,0.374,6.0,0.6140000000000001,1.0,solid_angle,1,SPE
x39data,DTREE,0.968,3.0,0.968,3.0,0.968,3.0,0.9059999999999999,6.0,0.938,5.0,1.0,1.0,solid_angle,1,SPE
x38data,DTREE,0.7139999999999999,5.0,0.8560000000000001,3.0,0.858,2.0,0.6220000000000001,6.0,0.8099999999999999,4.0,0.944,1.0,solid_angle,1,SPE
x35data,DTREE,0.992,4.0,0.992,4.0,1.0,1.0,0.992,4.0,0.992,4.0,0.992,4.0,solid_angle,1,SPE
x32data,DTREE,0.8699999999999999,6.0,0.9,4.0,0.93,2.0,0.89,5.0,0.908,3.0,0.976,1.0,solid_angle,1,SPE
x31data,DTREE,0.48,6.0,0.5800000000000001,5.0,0.638,4.0,0.67,1.0,0.6620000000000001,2.5,0.6620000000000001,2.5,solid_angle,1,SPE
