DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOSMOTE,RANK_GEOSMOTE,DELAUNAY,RANK_DELAUNAY,DELAUNAY_TYPE,ALPHA,unit
x81data,SVM,0.9280000000000002,5.0,0.9420000000000002,2.0,0.93,4.0,0.916,6.0,0.912,7.0,0.9420000000000002,2.0,0.942,2.0,volume,9,F1
x80data,SVM,0.85,4.0,0.852,3.0,0.8460000000000001,5.0,0.8400000000000001,6.0,0.8340000000000001,7.0,0.86,1.0,0.858,2.0,volume,9,F1
x7data,SVM,0.8720000000000001,7.0,0.916,2.0,0.8880000000000001,5.0,0.892,4.0,0.882,6.0,0.912,3.0,0.9179999999999999,1.0,volume,9,F1
x79data,SVM,0.8400000000000001,7.0,0.9280000000000002,1.0,0.9260000000000002,2.5,0.916,5.0,0.9200000000000002,4.0,0.9259999999999999,2.5,0.906,6.0,volume,9,F1
x78data,SVM,0.8059999999999999,4.0,0.8059999999999999,4.0,0.8059999999999999,4.0,0.8059999999999999,4.0,0.8059999999999999,4.0,0.8059999999999999,4.0,0.8059999999999999,4.0,volume,9,F1
x76data,SVM,0.772,7.0,0.908,2.0,0.9,4.0,0.884,6.0,0.8939999999999999,5.0,0.906,3.0,0.91,1.0,volume,9,F1
x75data,SVM,0.76,6.5,0.8800000000000001,1.5,0.8200000000000001,4.0,0.7699999999999999,5.0,0.76,6.5,0.8699999999999999,3.0,0.8800000000000001,1.5,volume,9,F1
x74data,SVM,0.76,6.0,0.8740000000000001,2.0,0.8100000000000002,4.0,0.76,6.0,0.76,6.0,0.8740000000000001,2.0,0.8740000000000001,2.0,volume,9,F1
x73data,SVM,0.67,7.0,0.866,5.0,0.866,5.0,0.8740000000000001,1.0,0.8700000000000001,2.0,0.868,3.0,0.866,5.0,volume,9,F1
x72data,SVM,0.662,7.0,0.738,4.0,0.728,5.5,0.728,5.5,0.742,3.0,0.7440000000000001,2.0,0.7620000000000001,1.0,volume,9,F1
x71data,SVM,0.66,4.0,0.66,4.0,0.66,4.0,0.66,4.0,0.66,4.0,0.66,4.0,0.66,4.0,volume,9,F1
x70data,SVM,0.64,4.5,0.64,4.5,0.6679999999999999,1.0,0.64,4.5,0.64,4.5,0.64,4.5,0.64,4.5,volume,9,F1
x69data,SVM,0.634,4.0,0.634,4.0,0.634,4.0,0.634,4.0,0.634,4.0,0.634,4.0,0.634,4.0,volume,9,F1
x68data,SVM,0.63,4.0,0.63,4.0,0.63,4.0,0.63,4.0,0.63,4.0,0.63,4.0,0.63,4.0,volume,9,F1
x66data,SVM,0.596,7.0,0.748,3.5,0.7559999999999999,1.0,0.7540000000000001,2.0,0.7440000000000001,5.0,0.748,3.5,0.728,6.0,volume,9,F1
x65data,SVM,0.5379999999999999,4.0,0.5379999999999999,4.0,0.5379999999999999,4.0,0.5379999999999999,4.0,0.5379999999999999,4.0,0.5379999999999999,4.0,0.5379999999999999,4.0,volume,9,F1
x64data,SVM,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,volume,9,F1
x63data,SVM,0.514,7.0,0.5619999999999999,3.0,0.5579999999999999,4.0,0.568,2.0,0.542,6.0,0.5559999999999999,5.0,0.5940000000000001,1.0,volume,9,F1
x60data,SVM,0.502,4.0,0.502,4.0,0.502,4.0,0.502,4.0,0.502,4.0,0.502,4.0,0.502,4.0,volume,9,F1
x50data,SVM,0.96,1.0,0.9359999999999999,4.5,0.948,2.5,0.932,6.0,0.93,7.0,0.9359999999999999,4.5,0.948,2.5,volume,9,F1
x4data,SVM,0.954,3.0,0.956,2.0,0.914,5.0,0.8959999999999999,6.0,0.882,7.0,0.958,1.0,0.95,4.0,volume,9,F1
x48data,SVM,0.952,2.0,0.95,3.5,0.95,3.5,0.9440000000000002,6.0,0.9359999999999999,7.0,0.948,5.0,0.968,1.0,volume,9,F1
x45data,SVM,0.9399999999999998,7.0,0.976,2.0,0.974,4.0,0.9620000000000001,6.0,0.9640000000000001,5.0,0.976,2.0,0.976,2.0,volume,9,F1
x39data,SVM,0.914,7.0,0.944,5.5,0.948,4.0,0.958,2.0,0.96,1.0,0.944,5.5,0.9540000000000001,3.0,volume,9,F1
x38data,SVM,0.91,6.0,0.97,1.0,0.94,4.0,0.92,5.0,0.902,7.0,0.968,2.0,0.9540000000000001,3.0,volume,9,F1
x35data,SVM,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,4.0,volume,9,F1
x32data,SVM,0.8699999999999999,7.0,0.94,4.5,0.938,6.0,0.948,3.0,0.9540000000000001,2.0,0.94,4.5,0.958,1.0,volume,9,F1
x31data,SVM,0.858,7.0,0.8880000000000001,5.0,0.904,1.0,0.882,6.0,0.898,2.0,0.8960000000000001,3.0,0.89,4.0,volume,9,F1
x30data,SVM,0.8560000000000001,7.0,0.952,4.5,0.948,6.0,0.952,4.5,0.958,1.0,0.954,3.0,0.9559999999999998,2.0,volume,9,F1
x20data,SVM,0.944,1.5,0.94,3.5,0.93,5.5,0.916,7.0,0.93,5.5,0.94,3.5,0.944,1.5,volume,9,F1
x1data,SVM,0.85,5.0,0.8619999999999999,1.0,0.8539999999999999,4.0,0.8299999999999998,7.0,0.8340000000000001,6.0,0.8559999999999999,3.0,0.858,2.0,volume,9,F1
x18data,SVM,0.938,3.5,0.938,3.5,0.938,3.5,0.938,3.5,0.938,3.5,0.938,3.5,0.9359999999999999,7.0,volume,9,F1
appendicitis,SVM,0.71,6.0,0.726,3.5,0.7300000000000001,2.0,0.7399999999999999,1.0,0.726,3.5,0.7059999999999998,7.0,0.7120000000000001,5.0,volume,9,F1
autoUniv-au1-1000,SVM,0.63,7.0,0.6859999999999999,2.0,0.7100000000000001,1.0,0.6679999999999999,3.5,0.642,6.0,0.6579999999999999,5.0,0.6679999999999999,3.5,volume,9,F1
climate-simulation-craches,SVM,0.8759999999999999,4.0,0.8759999999999999,4.0,0.8759999999999999,4.0,0.8759999999999999,4.0,0.8759999999999999,4.0,0.8759999999999999,4.0,0.8759999999999999,4.0,volume,9,F1
colon32,SVM,0.506,7.0,0.8560000000000001,1.0,0.8440000000000001,3.5,0.8099999999999999,5.0,0.772,6.0,0.852,2.0,0.8440000000000001,3.5,volume,9,F1
